H,電力需給調整力取引所取引結果,対象年月,商品区分,ブロック数
P,速報値,202509,三次調整力1,8
TT,取引情報,北海道,東北,東京,中部,北陸,関西,中国,四国,九州,合計
20250901B01,募集量（TSO別）[MW],10,0,348,0,0,0,38,101,180,677
20250901B01,応札量合計（電源属地別）[MW],173,400,338.316,385,55,608,282.791,141,251,2634.107
20250901B01,落札量合計（電源属地別）[MW],14,349,236.646,146.747,55,67.492,86.222,85.788,97,1137.895
20250901B01,応札件数（電源属地別）[件],2,2,7,9,1,4,5,6,6,42
20250901B01,落札件数（電源属地別）[件],1,2,6,4,1,3,3,5,5,30
20250901B01,最高落札価格（電源属地別）[円/kW・30分],0.36,3.26,3.4,2.75,0.7,0.36,1.94,5.37,1.45,5.37
20250901B01,最低落札価格（電源属地別）[円/kW・30分],0.36,1.81,0.36,0.36,0.7,0.36,0.36,0.36,0.36,0.36
20250901B01,平均落札価格（電源属地別）[円/kW・30分],0.36,2.85,2.48,1,0.7,0.36,1.11,3.13,1.07,1.99
20250901B01,最高落札価格（TSO別）[円/kW・30分],1.81,3.26,3.4,2.75,0.7,0.36,1.94,5.3,5.37,5.37
20250901B01,最低落札価格（TSO別）[円/kW・30分],0.36,1.81,0.36,0.36,0.7,0.36,0.36,0.36,0.36,0.36
20250901B01,平均落札価格（TSO別）[円/kW・30分],0.96,2.69,2.73,1.51,0.7,0.36,1.15,1.18,1.78,1.99
20250901B01,落札量合計（TSO別）[MW],24,227.646,348,49.097,48.66,67.492,82,111,180,1137.895
20250901B01,（内訳）自エリアからの落札量[MW],14,227.646,236.646,49.097,48.66,67.492,82,55,97,877.541
20250901B02,募集量（TSO別）[MW],48,0,241,0,0,0,0,94,129,512
20250901B02,応札量合計（電源属地別）[MW],177.2,400,508.818,398,66,608,262.995,133,226,2780.013
20250901B02,落札量合計（電源属地別）[MW],40,385,394.316,307.738,66,140.492,68.004,63.996,118,1583.546
20250901B02,応札件数（電源属地別）[件],5,2,9,6,1,4,5,6,6,44
20250901B02,落札件数（電源属地別）[件],1,2,8,4,1,4,3,4,6,33
20250901B02,最高落札価格（電源属地別）[円/kW・30分],2.14,3.09,3.4,0.36,0.45,7.29,1.94,5.17,1.15,7.29
20250901B02,最低落札価格（電源属地別）[円/kW・30分],2.14,1.66,0.36,0.36,0.45,0.36,0.36,0.36,0.36,0.36
20250901B02,平均落札価格（電源属地別）[円/kW・30分],2.14,2.53,2.35,0.36,0.45,3.96,0.99,1.99,0.78,1.88
20250901B02,最高落札価格（TSO別）[円/kW・30分],3.09,3.09,3.4,0.36,0.45,7.29,1.94,7.29,7.29,7.29
20250901B02,最低落札価格（TSO別）[円/kW・30分],1.66,1.66,0.36,0.36,0.45,0.36,0.36,0.36,0.36,0.36
20250901B02,平均落札価格（TSO別）[円/kW・30分],1.93,2.64,2.35,0.36,0.45,2.12,0.99,4.25,1.13,1.88
20250901B02,落札量合計（TSO別）[MW],88,337,394.316,307.738,66,90.492,68,103,129,1583.546
20250901B02,（内訳）自エリアからの落札量[MW],40,337,394.316,307.738,66,90.492,68,60,118,1481.546
20250901B03,募集量（TSO別）[MW],250,18,364,0,46,0,135,145,347,1305
20250901B03,応札量合計（電源属地別）[MW],175.3,550,358.5,0,73,839,262.995,214,453,2925.795
20250901B03,落札量合計（電源属地別）[MW],115.7,550,0,0,73,232.715,105.004,160.996,352,1589.415
20250901B03,応札件数（電源属地別）[件],4,3,2,0,1,5,5,6,6,32
20250901B03,落札件数（電源属地別）[件],3,3,0,0,1,5,3,6,4,25
20250901B03,最高落札価格（電源属地別）[円/kW・30分],15,3.67,0,0,0.7,5.45,2.14,5.54,0.36,15
20250901B03,最低落札価格（電源属地別）[円/kW・30分],1.32,2.19,0,0,0.7,0.36,0.5,0.36,0.36,0.36
20250901B03,平均落札価格（電源属地別）[円/kW・30分],4.33,2.86,0,0,0.7,2.18,1.51,1.18,0.36,1.96
20250901B03,最高落札価格（TSO別）[円/kW・30分],15,3.67,3.67,0,1.31,5.45,2.14,5.54,5.45,15
20250901B03,最低落札価格（TSO別）[円/kW・30分],1.32,2.19,2.19,0,0.7,0.36,0.5,0.36,0.36,0.36
20250901B03,平均落札価格（TSO別）[円/kW・30分],3.32,3.26,2.95,0,0.85,0.83,1.35,1.39,1.03,1.96
20250901B03,落札量合計（TSO別）[MW],265.7,36,364,0,46,112.715,135,184,446,1589.415
20250901B03,（内訳）自エリアからの落札量[MW],115.7,36,0,0,35,112.715,105.004,156,352,912.419
20250901B04,募集量（TSO別）[MW],208,265,1469,23,140,503,378,192,521,3699
20250901B04,応札量合計（電源属地別）[MW],177.2,550,933.824,0,146,1015.1,296.251,248,645.05,4011.425
