H,電力需給調整力取引所取引結果,対象年月,商品区分,ブロック数
P,確報値,202607,二次調整力1,48
TT,調達区分,取引情報,北海道,東北,東京,中部,北陸,関西,中国,四国,九州,合計
20260701B01,システム約定結果,募集量（TSO別）[MW],60,72,111,0,45,67,113,38,143,649
20260701B01,システム約定結果,応札量合計（電源属地別）[MW],95.75,34,383.573,742.486,177.452,0,205.204,49,315,2002.465
20260701B01,システム約定結果,落札量合計（電源属地別）[MW],91.01,34,280.816,127.679,95,0,205.204,42,204.652,1080.361
20260701B01,システム約定結果,応札件数（電源属地別）[件],3,1,13,3,3,0,5,4,5,37
20260701B01,システム約定結果,落札件数（電源属地別）[件],3,1,13,3,3,0,5,4,5,37
20260701B01,システム約定結果,最高落札価格（電源属地別）[円/kW・30分],8.4,5.59,2.51,3.48,0.39,0,2.13,1.9,2.64,8.4
20260701B01,システム約定結果,最低落札価格（電源属地別）[円/kW・30分],1.01,5.59,0.4,3.02,0.39,0,0.39,1.57,0.39,0.39
20260701B01,システム約定結果,平均落札価格（電源属地別）[円/kW・30分],2.94,5.59,1.55,3.08,0.39,0,1.24,1.62,2.19,1.94
20260701B01,システム約定結果,最高落札価格（TSO別）[円/kW・30分],8.4,5.59,2.51,3.48,0.39,0,2.13,1.9,2.64,8.4
20260701B01,システム約定結果,最低落札価格（TSO別）[円/kW・30分],1.01,5.59,0.4,3.02,0.39,0,0.39,1.57,0.39,0.39
20260701B01,システム約定結果,平均落札価格（TSO別）[円/kW・30分],2.94,5.59,1.55,3.08,0.39,0,1.24,1.62,2.19,1.94
20260701B01,システム約定結果,落札量合計（TSO別）[MW],91.01,34,280.816,127.679,95,0,205.204,42,204.652,1080.361
20260701B01,システム約定結果,（内訳）自エリアからの落札量[MW],91.01,34,280.816,127.679,95,0,205.204,42,204.652,1080.361
20260701B01,追加調達結果,募集量（TSO別）[MW],-,-,-,-,-,-,-,-,-,-
20260701B01,追加調達結果,応札量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20260701B01,追加調達結果,約定量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20260701B01,追加調達結果,応札件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20260701B01,追加調達結果,約定件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20260701B01,追加調達結果,最高約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20260701B01,追加調達結果,最低約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20260701B01,追加調達結果,平均約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20260701B01,追加調達結果,最高約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20260701B01,追加調達結果,最低約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20260701B01,追加調達結果,平均約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20260701B01,追加調達結果,約定量合計（TSO別）[MW],0,0,0,0,0,0,0,0,0,0
20260701B01,追加調達結果,（内訳）自エリアからの約定量[MW],0,0,0,0,0,0,0,0,0,0
20260701B01,合計（確報値）,募集量（TSO別）[MW],60,72,111,0,45,67,113,38,143,649
20260701B01,合計（確報値）,応札量合計（電源属地別）[MW],95.75,34,383.573,742.486,177.452,0,205.204,49,315,2002.465
20260701B01,合計（確報値）,約定量合計（電源属地別）[MW],91.01,34,280.816,127.679,95,0,205.204,42,204.652,1080.361
20260701B01,合計（確報値）,応札件数（電源属地別）[件],3,1,13,3,3,0,5,4,5,37
20260701B01,合計（確報値）,約定件数（電源属地別）[件],3,1,13,3,3,0,5,4,5,37
20260701B01,合計（確報値）,最高約定価格（電源属地別）[円/kW・30分],8.4,5.59,2.51,3.48,0.39,0,2.13,1.9,2.64,8.4
20260701B01,合計（確報値）,最低約定価格（電源属地別）[円/kW・30分],1.01,5.59,0.4,3.02,0.39,0,0.39,1.57,0.39,0.39
20260701B01,合計（確報値）,平均約定価格（電源属地別）[円/kW・30分],2.94,5.59,1.55,3.08,0.39,0,1.24,1.62,2.19,1.94
20260701B01,合計（確報値）,最高約定価格（TSO別）[円/kW・30分],8.4,5.59,2.51,3.48,0.39,0,2.13,1.9,2.64,8.4
20260701B01,合計（確報値）,最低約定価格（TSO別）[円/kW・30分],1.01,5.59,0.4,3.02,0.39,0,0.39,1.57,0.39,0.39
20260701B01,合計（確報値）,平均約定価格（TSO別）[円/kW・30分],2.94,5.59,1.55,3.08,0.39,0,1.24,1.62,2.19,1.94
20260701B01,合計（確報値）,約定量合計（TSO別）[MW],91.01,34,280.816,127.679,95,0,205.204,42,204.652,1080.361
20260701B01,合計（確報値）,（内訳）自エリアからの約定量[MW],91.01,34,280.816,127.679,95,0,205.204,42,204.652,1080.361
