H,電力需給調整力取引所取引結果,対象年月,商品区分,ブロック数
P,速報値,202509,二次調整力1,8
TT,取引情報,北海道,東北,東京,中部,北陸,関西,中国,四国,九州,合計
20250901B01,募集量（TSO別）[MW],6,25,408,0,32,42,82,45,90,730
20250901B01,応札量合計（電源属地別）[MW],71,51,236.646,385,55,181.853,156.649,82,251,1470.148
20250901B01,落札量合計（電源属地別）[MW],14,51,236.646,49.097,48.66,67.492,82,55,97,700.895
20250901B01,応札件数（電源属地別）[件],2,2,6,9,1,4,5,5,6,40
20250901B01,落札件数（電源属地別）[件],1,2,6,2,1,3,3,4,5,27
20250901B01,最高落札価格（電源属地別）[円/kW・30分],0.36,3.26,3.4,2.75,0.7,0.36,1.94,5.3,1.45,5.3
20250901B01,最低落札価格（電源属地別）[円/kW・30分],0.36,1.81,0.36,0.36,0.7,0.36,0.36,0.36,0.36,0.36
20250901B01,平均落札価格（電源属地別）[円/kW・30分],0.36,2.78,2.48,1.51,0.7,0.36,1.15,1.9,1.07,1.67
20250901B01,最高落札価格（TSO別）[円/kW・30分],0.36,3.26,3.4,2.75,0.7,0.36,1.94,5.3,1.45,5.3
20250901B01,最低落札価格（TSO別）[円/kW・30分],0.36,1.81,0.36,0.36,0.7,0.36,0.36,0.36,0.36,0.36
20250901B01,平均落札価格（TSO別）[円/kW・30分],0.36,2.78,2.48,1.51,0.7,0.36,1.15,1.9,1.07,1.67
20250901B01,落札量合計（TSO別）[MW],14,51,236.646,49.097,48.66,67.492,82,55,97,700.895
20250901B01,（内訳）自エリアからの落札量[MW],14,51,236.646,49.097,48.66,67.492,82,55,97,700.895
20250901B02,募集量（TSO別）[MW],18,0,379,0,44,60,68,59,118,746
20250901B02,応札量合計（電源属地別）[MW],72,51,273.991,263.958,66,181.853,156.649,84,226,1375.451
20250901B02,落札量合計（電源属地別）[MW],40,51,273.991,173.696,66,90.492,68,60,118,941.179
20250901B02,応札件数（電源属地別）[件],3,2,8,6,1,4,5,5,6,40
20250901B02,落札件数（電源属地別）[件],1,2,8,4,1,4,3,4,6,33
20250901B02,最高落札価格（電源属地別）[円/kW・30分],2.14,3.09,3.4,0.36,0.45,7.29,1.94,5.17,1.15,7.29
20250901B02,最低落札価格（電源属地別）[円/kW・30分],2.14,1.66,0.36,0.36,0.45,0.36,0.36,0.36,0.36,0.36
20250901B02,平均落札価格（電源属地別）[円/kW・30分],2.14,2.61,2.38,0.36,0.45,2.12,0.99,2.07,0.78,1.53
20250901B02,最高落札価格（TSO別）[円/kW・30分],2.14,3.09,3.4,0.36,0.45,7.29,1.94,5.17,1.15,7.29
20250901B02,最低落札価格（TSO別）[円/kW・30分],2.14,1.66,0.36,0.36,0.45,0.36,0.36,0.36,0.36,0.36
20250901B02,平均落札価格（TSO別）[円/kW・30分],2.14,2.61,2.38,0.36,0.45,2.12,0.99,2.07,0.78,1.53
20250901B02,落札量合計（TSO別）[MW],40,51,273.991,173.696,66,90.492,68,60,118,941.179
20250901B02,（内訳）自エリアからの落札量[MW],40,51,273.991,173.696,66,90.492,68,60,118,941.179
20250901B03,募集量（TSO別）[MW],67,18,486,0,13,42,105,54,185,970
20250901B03,応札量合計（電源属地別）[MW],72,68,0,0,71,181.853,156.649,89,250,888.502
20250901B03,落札量合計（電源属地別）[MW],71,24,0,0,35,70.002,105,61,250,616.002
20250901B03,応札件数（電源属地別）[件],3,3,0,0,1,4,5,5,4,25
20250901B03,落札件数（電源属地別）[件],2,3,0,0,1,4,3,5,4,22
20250901B03,最高落札価格（電源属地別）[円/kW・30分],5.76,3.67,0,0,0.7,5.45,2.14,5.54,0.36,5.76
20250901B03,最低落札価格（電源属地別）[円/kW・30分],1.32,2.19,0,0,0.7,0.36,0.5,1.27,0.36,0.36
20250901B03,平均落札価格（電源属地別）[円/kW・30分],3.26,3.05,0,0,0.7,0.54,1.51,2.44,0.36,1.24
20250901B03,最高落札価格（TSO別）[円/kW・30分],5.76,3.67,0,0,0.7,5.45,2.14,5.54,0.36,5.76
20250901B03,最低落札価格（TSO別）[円/kW・30分],1.32,2.19,0,0,0.7,0.36,0.5,1.27,0.36,0.36
20250901B03,平均落札価格（TSO別）[円/kW・30分],3.26,3.05,0,0,0.7,0.54,1.51,2.44,0.36,1.24
20250901B03,落札量合計（TSO別）[MW],71,24,0,0,35,70.002,105,61,250,616.002
20250901B03,（内訳）自エリアからの落札量[MW],71,24,0,0,35,70.002,105,61,250,616.002
20250901B04,募集量（TSO別）[MW],11,177,517,0,40,85,134,88,188,1240
20250901B04,応札量合計（電源属地別）[MW],72,68,0,0,71,319.853,184.034,114,299,1127.887
20250901B04,落札量合計（電源属地別）[MW],72,68,0,0,71,181.853,134,73,299,898.853
20250901B04,応札件数（電源属地別）[件],3,3,0,0,1,5,4,6,5,27
20250901B04,落札件数（電源属地別）[件],3,3,0,0,1,4,2,6,5,24
20250901B04,最高落札価格（電源属地別）[円/kW・30分],15,4.19,0,0,2.14,5.76,2.75,13.84,5.52,15
20250901B04,最低落札価格（電源属地別）[円/kW・30分],0.78,2.67,0,0,2.14,0.36,2.75,1.76,0.36,0.36
20250901B04,平均落札価格（電源属地別）[円/kW・30分],3.3,3.43,0,0,2.14,2.41,2.75,3.92,1.71,2.48
20250901B04,最高落札価格（TSO別）[円/kW・30分],15,4.19,0,0,2.14,5.76,2.75,13.84,5.52,15
20250901B04,最低落札価格（TSO別）[円/kW・30分],0.78,2.67,0,0,2.14,0.36,2.75,1.76,0.36,0.36
20250901B04,平均落札価格（TSO別）[円/kW・30分],3.3,3.43,0,0,2.14,2.41,2.75,3.92,1.71,2.48
20250901B04,落札量合計（TSO別）[MW],72,68,0,0,71,181.853,134,73,299,898.853
20250901B04,（内訳）自エリアからの落札量[MW],72,68,0,0,71,181.853,134,73,299,898.853
20250901B05,募集量（TSO別）[MW],11,199,609,0,55,63,106,80,176,1299
20250901B05,応札量合計（電源属地別）[MW],31,68,0,0,111,319.853,193.934,105,366,1194.787
20250901B05,落札量合計（電源属地別）[MW],31,68,0,0,111,181.853,106,58,317,872.853
20250901B05,応札件数（電源属地別）[件],1,3,0,0,2,5,5,5,5,26
20250901B05,落札件数（電源属地別）[件],1,3,0,0,2,4,3,5,4,22
20250901B05,最高落札価格（電源属地別）[円/kW・30分],2.48,3.51,0,0,3.69,5.82,3.62,11.31,5.07,11.31
20250901B05,最低落札価格（電源属地別）[円/kW・30分],2.48,2.24,0,0,3.5,0.8,1.96,1.54,0.36,0.36
20250901B05,平均落札価格（電源属地別）[円/kW・30分],2.48,2.88,0,0,3.62,2.79,3.46,2.59,2.35,2.8
20250901B05,最高落札価格（TSO別）[円/kW・30分],2.48,3.51,0,0,3.69,5.82,3.62,11.31,5.07,11.31
20250901B05,最低落札価格（TSO別）[円/kW・30分],2.48,2.24,0,0,3.5,0.8,1.96,1.54,0.36,0.36
20250901B05,平均落札価格（TSO別）[円/kW・30分],2.48,2.88,0,0,3.62,2.79,3.46,2.59,2.35,2.8
20250901B05,落札量合計（TSO別）[MW],31,68,0,0,111,181.853,106,58,317,872.853
20250901B05,（内訳）自エリアからの落札量[MW],31,68,0,0,111,181.853,106,58,317,872.853
20250901B06,募集量（TSO別）[MW],10,153,558,0,62,110,167,72,201,1333
20250901B06,応札量合計（電源属地別）[MW],1,85,0,0,71,319.853,360.069,103,299,1238.922
20250901B06,落札量合計（電源属地別）[MW],1,85,0,0,71,181.853,243,65,299,945.853
20250901B06,応札件数（電源属地別）[件],1,4,0,0,1,5,10,5,5,31
20250901B06,落札件数（電源属地別）[件],1,4,0,0,1,4,8,4,5,27
20250901B06,最高落札価格（電源属地別）[円/kW・30分],19,3.9,0,0,5.91,8.76,19.51,9.53,5.05,19.51
20250901B06,最低落札価格（電源属地別）[円/kW・30分],19,2,0,0,5.91,3.81,4.17,0.36,2.28,0.36
20250901B06,平均落札価格（電源属地別）[円/kW・30分],19,2.94,0,0,5.91,5.77,5.6,1.8,3.33,4.45
20250901B06,最高落札価格（TSO別）[円/kW・30分],19,3.9,0,0,5.91,8.76,19.51,9.53,5.05,19.51
20250901B06,最低落札価格（TSO別）[円/kW・30分],19,2,0,0,5.91,3.81,4.17,0.36,2.28,0.36
20250901B06,平均落札価格（TSO別）[円/kW・30分],19,2.94,0,0,5.91,5.77,5.6,1.8,3.33,4.45
20250901B06,落札量合計（TSO別）[MW],1,85,0,0,71,181.853,243,65,299,945.853
20250901B06,（内訳）自エリアからの落札量[MW],1,85,0,0,71,181.853,243,65,299,945.853
20250901B07,募集量（TSO別）[MW],9,113,535,0,59,111,172,50,183,1232
20250901B07,応札量合計（電源属地別）[MW],1,51,130.21,0,71,319.853,422.029,89,385,1469.092
20250901B07,落札量合計（電源属地別）[MW],1,51,130.21,0,59,166.275,170.178,59,216.053,852.716
20250901B07,応札件数（電源属地別）[件],1,2,2,0,1,5,12,5,7,35
20250901B07,落札件数（電源属地別）[件],1,2,2,0,1,4,10,4,6,30
20250901B07,最高落札価格（電源属地別）[円/kW・30分],19,2.26,5.69,0,4.83,8.33,19.51,9.58,5.41,19.51
20250901B07,最低落札価格（電源属地別）[円/kW・30分],19,1.79,5.14,0,4.83,2.73,0.36,0.36,2.76,0.36
20250901B07,平均落札価格（電源属地別）[円/kW・30分],19,1.95,5.26,0,4.83,5.13,3.76,5.68,3.66,4.35
20250901B07,最高落札価格（TSO別）[円/kW・30分],19,2.26,5.69,0,4.83,8.33,19.51,9.58,5.41,19.51
20250901B07,最低落札価格（TSO別）[円/kW・30分],19,1.79,5.14,0,4.83,2.73,0.36,0.36,2.76,0.36
20250901B07,平均落札価格（TSO別）[円/kW・30分],19,1.95,5.26,0,4.83,5.13,3.76,5.68,3.66,4.35
20250901B07,落札量合計（TSO別）[MW],1,51,130.21,0,59,166.275,170.178,59,216.053,852.716
20250901B07,（内訳）自エリアからの落札量[MW],1,51,130.21,0,59,166.275,170.178,59,216.053,852.716
20250901B08,募集量（TSO別）[MW],9,90,488,0,59,62,102,51,141,1002
20250901B08,応札量合計（電源属地別）[MW],32,68,24.228,0,71,319.853,391.049,89,329,1324.13
20250901B08,落札量合計（電源属地別）[MW],24,68,24.228,0,59,62,102,62,141.777,543.005
20250901B08,応札件数（電源属地別）[件],2,3,3,0,1,5,11,5,7,37
20250901B08,落札件数（電源属地別）[件],1,3,3,0,1,3,8,5,5,29
20250901B08,最高落札価格（電源属地別）[円/kW・30分],0.92,2.71,2.47,0,1.63,0.36,19.51,6.94,2.36,19.51
20250901B08,最低落札価格（電源属地別）[円/kW・30分],0.92,1.61,2.43,0,1.63,0.36,0.36,0.81,0.48,0.36
20250901B08,平均落札価格（電源属地別）[円/kW・30分],0.92,2.16,2.45,0,1.63,0.36,2.73,3.08,1.16,1.81
20250901B08,最高落札価格（TSO別）[円/kW・30分],0.92,2.71,2.47,0,1.63,0.36,19.51,6.94,2.36,19.51
20250901B08,最低落札価格（TSO別）[円/kW・30分],0.92,1.61,2.43,0,1.63,0.36,0.36,0.81,0.48,0.36
20250901B08,平均落札価格（TSO別）[円/kW・30分],0.92,2.16,2.45,0,1.63,0.36,2.73,3.08,1.16,1.81
20250901B08,落札量合計（TSO別）[MW],24,68,24.228,0,59,62,102,62,141.777,543.005
20250901B08,（内訳）自エリアからの落札量[MW],24,68,24.228,0,59,62,102,62,141.777,543.005
20250902B01,募集量（TSO別）[MW],6,25,408,0,32,42,82,45,90,730
20250902B01,応札量合計（電源属地別）[MW],71,51,102.4,241.958,55,181.853,277.714,82,251,1313.925
20250902B01,落札量合計（電源属地別）[MW],14,51,102.4,173.696,55,70.002,107.161,55,90,718.259
20250902B01,応札件数（電源属地別）[件],2,2,1,4,1,4,8,5,5,32
20250902B01,落札件数（電源属地別）[件],1,2,1,4,1,4,6,4,4,27
20250902B01,最高落札価格（電源属地別）[円/kW・30分],0.36,3.01,3.36,3.31,0.7,6.22,19.51,5.9,1.45,19.51
20250902B01,最低落札価格（電源属地別）[円/kW・30分],0.36,1.59,3.36,0.36,0.7,0.36,0.4,1.11,0.36,0.36
20250902B01,平均落札価格（電源属地別）[円/kW・30分],0.36,2.54,3.36,1.81,0.7,0.57,2.53,3.18,1.13,1.97
20250902B01,最高落札価格（TSO別）[円/kW・30分],0.36,3.01,3.36,3.31,0.7,6.22,19.51,5.9,1.45,19.51
20250902B01,最低落札価格（TSO別）[円/kW・30分],0.36,1.59,3.36,0.36,0.7,0.36,0.4,1.11,0.36,0.36
20250902B01,平均落札価格（TSO別）[円/kW・30分],0.36,2.54,3.36,1.81,0.7,0.57,2.53,3.18,1.13,1.97
20250902B01,落札量合計（TSO別）[MW],14,51,102.4,173.696,55,70.002,107.161,55,90,718.259
20250902B01,（内訳）自エリアからの落札量[MW],14,51,102.4,173.696,55,70.002,107.161,55,90,718.259
20250902B02,募集量（TSO別）[MW],18,49,379,0,44,60,68,59,118,795
20250902B02,応札量合計（電源属地別）[MW],72,51,0,241.958,66,181.853,277.714,84,226,1200.525
20250902B02,落札量合計（電源属地別）[MW],31.25,51,0,173.696,66,90.542,107.161,60,118,697.649
20250902B02,応札件数（電源属地別）[件],3,2,0,4,1,4,8,5,5,32
20250902B02,落札件数（電源属地別）[件],2,2,0,4,1,4,6,5,5,29
20250902B02,最高落札価格（電源属地別）[円/kW・30分],15,2.92,0,4.39,0.45,6.34,19.51,5.72,1.15,19.51
20250902B02,最低落札価格（電源属地別）[円/kW・30分],2.3,1.51,0,0.36,0.45,0.36,0.36,1.1,0.36,0.36
20250902B02,平均落札価格（電源属地別）[円/kW・30分],2.71,2.45,0,2.36,0.45,1.88,2.41,3.7,0.78,1.99
20250902B02,最高落札価格（TSO別）[円/kW・30分],15,2.92,0,4.39,0.45,6.34,19.51,5.72,1.15,19.51
20250902B02,最低落札価格（TSO別）[円/kW・30分],2.3,1.51,0,0.36,0.45,0.36,0.36,1.1,0.36,0.36
20250902B02,平均落札価格（TSO別）[円/kW・30分],2.71,2.45,0,2.36,0.45,1.88,2.41,3.7,0.78,1.99
20250902B02,落札量合計（TSO別）[MW],31.25,51,0,173.696,66,90.542,107.161,60,118,697.649
20250902B02,（内訳）自エリアからの落札量[MW],31.25,51,0,173.696,66,90.542,107.161,60,118,697.649
20250902B03,募集量（TSO別）[MW],0,104,486,0,13,42,105,54,185,989
20250902B03,応札量合計（電源属地別）[MW],72,68,119.8,0,71,181.853,277.714,89,183,1062.367
20250902B03,落札量合計（電源属地別）[MW],62.2,24,119.8,0,35,70.002,107.191,61,183,662.193
20250902B03,応札件数（電源属地別）[件],3,3,1,0,1,4,8,5,3,28
20250902B03,落札件数（電源属地別）[件],2,3,1,0,1,4,6,4,3,24
20250902B03,最高落札価格（電源属地別）[円/kW・30分],4.98,3.68,3.36,0,0.7,5.25,19.51,4.62,0.36,19.51
20250902B03,最低落札価格（電源属地別）[円/kW・30分],2.35,2.2,3.36,0,0.7,0.36,0.69,0.36,0.36,0.36
20250902B03,平均落札価格（電源属地別）[円/kW・30分],3.29,3.06,3.36,0,0.7,0.54,2.91,2.11,0.36,1.89
20250902B03,最高落札価格（TSO別）[円/kW・30分],4.98,3.68,3.36,0,0.7,5.25,19.51,4.62,0.36,19.51
20250902B03,最低落札価格（TSO別）[円/kW・30分],2.35,2.2,3.36,0,0.7,0.36,0.69,0.36,0.36,0.36
20250902B03,平均落札価格（TSO別）[円/kW・30分],3.29,3.06,3.36,0,0.7,0.54,2.91,2.11,0.36,1.89
20250902B03,落札量合計（TSO別）[MW],62.2,24,119.8,0,35,70.002,107.191,61,183,662.193
20250902B03,（内訳）自エリアからの落札量[MW],62.2,24,119.8,0,35,70.002,107.191,61,183,662.193
20250902B04,募集量（TSO別）[MW],11,177,517,0,40,85,134,88,188,1240
20250902B04,応札量合計（電源属地別）[MW],72,68,0,0,71,319.853,345.979,89,407,1372.832
20250902B04,落札量合計（電源属地別）[MW],72,68,0,0,71,181.853,246.087,71,299,1008.94
20250902B04,応札件数（電源属地別）[件],3,3,0,0,1,5,9,5,6,32
20250902B04,落札件数（電源属地別）[件],3,3,0,0,1,4,7,5,5,28
