H,電力需給調整力取引所取引結果,対象年月,商品区分,ブロック数
P,速報値,202603,二次調整力1,8
TT,取引情報,北海道,東北,東京,中部,北陸,関西,中国,四国,九州,合計
20260301B01,募集量（TSO別）[MW],0,117,0,0,61,121,87,41,28,455
20260301B01,応札量合計（電源属地別）[MW],120,51,228.74,339.547,71,119.009,215.484,30,319,1493.78
20260301B01,落札量合計（電源属地別）[MW],1,51,44.163,184.441,71,119.009,131.494,30,87,719.107
20260301B01,応札件数（電源属地別）[件],3,3,4,6,1,3,7,2,6,35
20260301B01,落札件数（電源属地別）[件],1,3,3,3,1,3,5,2,4,25
20260301B01,最高落札価格（電源属地別）[円/kW・30分],4.2,3.43,1.2,2.11,1.43,0.36,1.18,7.27,1.44,7.27
20260301B01,最低落札価格（電源属地別）[円/kW・30分],4.2,2.2,0.89,1.67,1.43,0.36,0.36,0.64,0.36,0.36
20260301B01,平均落札価格（電源属地別）[円/kW・30分],4.2,2.68,1.06,1.86,1.43,0.36,0.92,3.96,0.99,1.39
20260301B01,最高落札価格（TSO別）[円/kW・30分],4.2,3.43,1.2,2.11,1.43,0.36,1.18,7.27,1.44,7.27
20260301B01,最低落札価格（TSO別）[円/kW・30分],4.2,2.2,0.89,1.67,1.43,0.36,0.36,0.64,0.36,0.36
20260301B01,平均落札価格（TSO別）[円/kW・30分],4.2,2.68,1.06,1.86,1.43,0.36,0.92,3.96,0.99,1.39
20260301B01,落札量合計（TSO別）[MW],1,51,44.163,184.441,71,119.009,131.494,30,87,719.107
20260301B01,（内訳）自エリアからの落札量[MW],1,51,44.163,184.441,71,119.009,131.494,30,87,719.107
20260301B02,募集量（TSO別）[MW],15,171,69,0,63,174,109,47,170,818
20260301B02,応札量合計（電源属地別）[MW],141.7,51,100.195,207.547,71,119.009,215.484,64,352,1321.935
20260301B02,落札量合計（電源属地別）[MW],15,51,69,168.517,71,119.009,131.474,63,170,858
20260301B02,応札件数（電源属地別）[件],5,3,4,2,1,3,7,4,7,36
20260301B02,落札件数（電源属地別）[件],1,3,4,2,1,3,5,4,6,29
20260301B02,最高落札価格（電源属地別）[円/kW・30分],3.82,3.5,1.13,4.56,1.43,0.36,1.37,7.94,1.6,7.94
20260301B02,最低落札価格（電源属地別）[円/kW・30分],3.82,2.48,0.81,2.68,1.43,0.36,0.36,0.51,0.36,0.36
20260301B02,平均落札価格（電源属地別）[円/kW・30分],3.82,2.84,0.93,3.12,1.43,0.36,1.05,3.19,0.94,1.67
20260301B02,最高落札価格（TSO別）[円/kW・30分],3.82,3.5,1.13,4.56,1.43,0.36,1.37,7.94,1.6,7.94
20260301B02,最低落札価格（TSO別）[円/kW・30分],3.82,2.48,0.81,2.68,1.43,0.36,0.36,0.51,0.36,0.36
20260301B02,平均落札価格（TSO別）[円/kW・30分],3.82,2.84,0.93,3.12,1.43,0.36,1.05,3.19,0.94,1.67
20260301B02,落札量合計（TSO別）[MW],15,51,69,168.517,71,119.009,131.474,63,170,858
20260301B02,（内訳）自エリアからの落札量[MW],15,51,69,168.517,71,119.009,131.474,63,170,858
20260301B03,募集量（TSO別）[MW],20,263,236,0,68,193,104,75,259,1218
20260301B03,応札量合計（電源属地別）[MW],123,126,250,0,131,119.009,215.484,30,203,1197.493
20260301B03,落札量合計（電源属地別）[MW],49.325,126,236,0,131,119.009,153.474,30,203,1047.808
20260301B03,応札件数（電源属地別）[件],4,3,2,0,2,3,7,2,3,26
20260301B03,落札件数（電源属地別）[件],3,3,2,0,2,3,5,2,3,23
20260301B03,最高落札価格（電源属地別）[円/kW・30分],10.4,3.53,4.32,0,1.17,0.36,0.76,7.9,0.36,10.4
20260301B03,最低落札価格（電源属地別）[円/kW・30分],4.92,1.74,3.2,0,1.16,0.36,0.36,4.65,0.36,0.36
20260301B03,平均落札価格（電源属地別）[円/kW・30分],6.93,2.09,3.76,0,1.17,0.36,0.59,6.28,0.36,1.95
20260301B03,最高落札価格（TSO別）[円/kW・30分],10.4,3.53,4.32,0,1.17,0.36,0.76,7.9,0.36,10.4
20260301B03,最低落札価格（TSO別）[円/kW・30分],4.92,1.74,3.2,0,1.16,0.36,0.36,4.65,0.36,0.36
20260301B03,平均落札価格（TSO別）[円/kW・30分],6.93,2.09,3.76,0,1.17,0.36,0.59,6.28,0.36,1.95
20260301B03,落札量合計（TSO別）[MW],49.325,126,236,0,131,119.009,153.474,30,203,1047.808
20260301B03,（内訳）自エリアからの落札量[MW],49.325,126,236,0,131,119.009,153.474,30,203,1047.808
20260301B04,募集量（TSO別）[MW],26,171,227,28,76,245,88,68,188,1117
20260301B04,応札量合計（電源属地別）[MW],158.8,126,0,0,140,119.009,143.954,30,203,920.763
20260301B04,落札量合計（電源属地別）[MW],26,126,0,0,140,119.009,143.954,30,188,772.963
20260301B04,応札件数（電源属地別）[件],5,3,0,0,2,3,5,2,3,23
20260301B04,落札件数（電源属地別）[件],2,3,0,0,2,3,5,2,3,20
20260301B04,最高落札価格（電源属地別）[円/kW・30分],5.47,5.56,0,0,0.35,0.36,0.36,14.54,0.36,14.54
20260301B04,最低落札価格（電源属地別）[円/kW・30分],4.07,2.78,0,0,0.35,0.36,0.36,9.46,0.36,0.35
20260301B04,平均落札価格（電源属地別）[円/kW・30分],4.61,3.35,0,0,0.35,0.36,0.36,12,0.36,1.44
20260301B04,最高落札価格（TSO別）[円/kW・30分],5.47,5.56,0,0,0.35,0.36,0.36,14.54,0.36,14.54
20260301B04,最低落札価格（TSO別）[円/kW・30分],4.07,2.78,0,0,0.35,0.36,0.36,9.46,0.36,0.35
20260301B04,平均落札価格（TSO別）[円/kW・30分],4.61,3.35,0,0,0.35,0.36,0.36,12,0.36,1.44
20260301B04,落札量合計（TSO別）[MW],26,126,0,0,140,119.009,143.954,30,188,772.963
20260301B04,（内訳）自エリアからの落札量[MW],26,126,0,0,140,119.009,143.954,30,188,772.963
20260301B05,募集量（TSO別）[MW],10,163,50,0,65,235,107,87,153,870
20260301B05,応札量合計（電源属地別）[MW],141,126,0,0,140,119.009,143.954,30,203,902.963
20260301B05,落札量合計（電源属地別）[MW],19,126,0,0,140,119.009,143.954,30,184,761.963
20260301B05,応札件数（電源属地別）[件],4,3,0,0,2,3,5,2,3,22
20260301B05,落札件数（電源属地別）[件],2,3,0,0,2,3,5,2,3,20
20260301B05,最高落札価格（電源属地別）[円/kW・30分],5.51,6.62,0,0,0.35,0.36,0.36,16.93,0.36,16.93
20260301B05,最低落札価格（電源属地別）[円/kW・30分],4.8,3.34,0,0,0.35,0.36,0.36,9.83,0.36,0.35
20260301B05,平均落札価格（電源属地別）[円/kW・30分],5.14,4.02,0,0,0.35,0.36,0.36,13.38,0.36,1.59
20260301B05,最高落札価格（TSO別）[円/kW・30分],5.51,6.62,0,0,0.35,0.36,0.36,16.93,0.36,16.93
20260301B05,最低落札価格（TSO別）[円/kW・30分],4.8,3.34,0,0,0.35,0.36,0.36,9.83,0.36,0.35
20260301B05,平均落札価格（TSO別）[円/kW・30分],5.14,4.02,0,0,0.35,0.36,0.36,13.38,0.36,1.59
20260301B05,落札量合計（TSO別）[MW],19,126,0,0,140,119.009,143.954,30,184,761.963
20260301B05,（内訳）自エリアからの落札量[MW],19,126,0,0,140,119.009,143.954,30,184,761.963
20260301B06,募集量（TSO別）[MW],6,227,254,0,68,202,84,70,202,1113
20260301B06,応札量合計（電源属地別）[MW],123,126,250,0,134,119.009,215.484,30,203,1200.493
20260301B06,落札量合計（電源属地別）[MW],10,126,250,0,134,119.009,161.98,30,203,1033.989
20260301B06,応札件数（電源属地別）[件],4,3,2,0,2,3,7,2,3,26
20260301B06,落札件数（電源属地別）[件],1,3,2,0,2,3,5,2,3,21
20260301B06,最高落札価格（電源属地別）[円/kW・30分],5.35,3.65,4.32,0,0.35,0.36,0.64,8.64,0.45,8.64
20260301B06,最低落札価格（電源属地別）[円/kW・30分],5.35,1.79,3.2,0,0.35,0.36,0.36,8.53,0.36,0.35
20260301B06,平均落札価格（電源属地別）[円/kW・30分],5.35,2.16,3.79,0,0.35,0.36,0.51,8.59,0.41,1.73
20260301B06,最高落札価格（TSO別）[円/kW・30分],5.35,3.65,4.32,0,0.35,0.36,0.64,8.64,0.45,8.64
20260301B06,最低落札価格（TSO別）[円/kW・30分],5.35,1.79,3.2,0,0.35,0.36,0.36,8.53,0.36,0.35
20260301B06,平均落札価格（TSO別）[円/kW・30分],5.35,2.16,3.79,0,0.35,0.36,0.51,8.59,0.41,1.73
20260301B06,落札量合計（TSO別）[MW],10,126,250,0,134,119.009,161.98,30,203,1033.989
20260301B06,（内訳）自エリアからの落札量[MW],10,126,250,0,134,119.009,161.98,30,203,1033.989
20260301B07,募集量（TSO別）[MW],0,156,252,0,62,189,118,52,134,963
20260301B07,応札量合計（電源属地別）[MW],121,34,319.316,688.688,71,119.009,215.484,45,383,1996.497
20260301B07,落札量合計（電源属地別）[MW],0,34,252,93,71,119.009,134.474,45,227.377,975.86
20260301B07,応札件数（電源属地別）[件],4,2,8,12,1,3,7,3,8,48
20260301B07,落札件数（電源属地別）[件],0,2,7,4,1,3,5,3,7,32
20260301B07,最高落札価格（電源属地別）[円/kW・30分],0,2.59,9.04,4.08,0.98,0.36,1.94,7.4,1.72,9.04
20260301B07,最低落札価格（電源属地別）[円/kW・30分],0,1.8,1,2.76,0.98,0.36,0.36,1.46,0.36,0.36
