H,電力需給調整力取引所取引結果,対象年月,商品区分,ブロック数
P,速報値,202602,二次調整力1,8
TT,取引情報,北海道,東北,東京,中部,北陸,関西,中国,四国,九州,合計
20260201B01,募集量（TSO別）[MW],20,79,114,0,44,140,100,43,157,697
20260201B01,応札量合計（電源属地別）[MW],213.7,17,93.779,303.666,69,395.019,304.51,30,352,1778.674
20260201B01,落札量合計（電源属地別）[MW],21.36,17,93.779,202.464,69,140,163.208,30,157,893.811
20260201B01,応札件数（電源属地別）[件],5,1,3,7,1,5,7,2,7,38
20260201B01,落札件数（電源属地別）[件],2,1,3,6,1,4,7,2,6,32
20260201B01,最高落札価格（電源属地別）[円/kW・30分],4.5,2.36,2.68,2.98,1.51,8.2,2.42,6.53,2.04,8.2
20260201B01,最低落札価格（電源属地別）[円/kW・30分],2.45,2.36,2.22,1.65,1.51,0.36,0.36,1.13,0.36,0.36
20260201B01,平均落札価格（電源属地別）[円/kW・30分],2.99,2.36,2.45,2.41,1.51,4.42,1.58,3.83,1.28,2.37
20260201B01,最高落札価格（TSO別）[円/kW・30分],4.5,2.36,2.68,2.98,1.51,8.2,2.42,6.53,2.04,8.2
20260201B01,最低落札価格（TSO別）[円/kW・30分],2.45,2.36,2.22,1.65,1.51,0.36,0.36,1.13,0.36,0.36
20260201B01,平均落札価格（TSO別）[円/kW・30分],2.99,2.36,2.45,2.41,1.51,4.42,1.58,3.83,1.28,2.37
20260201B01,落札量合計（TSO別）[MW],21.36,17,93.779,202.464,69,140,163.208,30,157,893.811
20260201B01,（内訳）自エリアからの落札量[MW],21.36,17,93.779,202.464,69,140,163.208,30,157,893.811
20260201B02,募集量（TSO別）[MW],19,109,72,0,54,107,171,46,180,758
20260201B02,応札量合計（電源属地別）[MW],201,17,93.779,241.666,71,395.019,304.51,30,352,1705.974
20260201B02,落札量合計（電源属地別）[MW],22.25,17,93.779,195.464,71,336.509,193.208,30,180,1139.21
20260201B02,応札件数（電源属地別）[件],5,1,3,4,1,5,7,2,7,35
20260201B02,落札件数（電源属地別）[件],2,1,3,4,1,5,7,2,6,31
20260201B02,最高落札価格（電源属地別）[円/kW・30分],13.78,2.46,2.37,3.91,1.51,8.18,2.47,6.56,2.09,13.78
20260201B02,最低落札価格（電源属地別）[円/kW・30分],6,2.46,1.93,2.2,1.51,0.36,0.36,1.09,0.36,0.36
20260201B02,平均落札価格（電源属地別）[円/kW・30分],12.73,2.46,2.12,2.86,1.51,6.03,1.41,3.83,1.2,3.36
20260201B02,最高落札価格（TSO別）[円/kW・30分],13.78,2.46,2.37,3.91,1.51,8.18,2.47,6.56,2.09,13.78
20260201B02,最低落札価格（TSO別）[円/kW・30分],6,2.46,1.93,2.2,1.51,0.36,0.36,1.09,0.36,0.36
20260201B02,平均落札価格（TSO別）[円/kW・30分],12.73,2.46,2.12,2.86,1.51,6.03,1.41,3.83,1.2,3.36
20260201B02,落札量合計（TSO別）[MW],22.25,17,93.779,195.464,71,336.509,193.208,30,180,1139.21
20260201B02,（内訳）自エリアからの落札量[MW],22.25,17,93.779,195.464,71,336.509,193.208,30,180,1139.21
20260201B03,募集量（TSO別）[MW],17,179,352,83,65,200,194,71,210,1371
20260201B03,応札量合計（電源属地別）[MW],201,126,350,169.83,104,395.019,304.51,30,203,1883.359
20260201B03,落札量合計（電源属地別）[MW],52.11,126,350,153.855,104,395.019,210.208,30,203,1624.192
20260201B03,応札件数（電源属地別）[件],5,3,2,4,2,5,7,2,3,33
20260201B03,落札件数（電源属地別）[件],4,3,2,4,2,5,7,2,3,32
20260201B03,最高落札価格（電源属地別）[円/kW・30分],15.9,2.48,5.11,3.71,1.81,8.7,3.54,7.27,1.24,15.9
20260201B03,最低落札価格（電源属地別）[円/kW・30分],12,1.66,1.75,2.23,1.62,0.36,1.3,1.56,1.05,0.36
20260201B03,平均落札価格（電源属地別）[円/kW・30分],14.08,1.88,3.3,3.45,1.68,5.66,2.37,4.42,1.21,3.66
20260201B03,最高落札価格（TSO別）[円/kW・30分],15.9,2.48,5.11,3.71,1.81,8.7,3.54,7.27,1.24,15.9
20260201B03,最低落札価格（TSO別）[円/kW・30分],12,1.66,1.75,2.23,1.62,0.36,1.3,1.56,1.05,0.36
20260201B03,平均落札価格（TSO別）[円/kW・30分],14.08,1.88,3.3,3.45,1.68,5.66,2.37,4.42,1.21,3.66
20260201B03,落札量合計（TSO別）[MW],52.11,126,350,153.855,104,395.019,210.208,30,203,1624.192
20260201B03,（内訳）自エリアからの落札量[MW],52.11,126,350,153.855,104,395.019,210.208,30,203,1624.192
20260201B04,募集量（TSO別）[MW],26,176,200,0,55,161,119,79,214,1030
20260201B04,応札量合計（電源属地別）[MW],191.8,109,0,0,140,395.019,304.51,61,203,1404.329
20260201B04,落札量合計（電源属地別）[MW],58.01,109,0,0,140,395.019,199.734,61,203,1165.763
20260201B04,応札件数（電源属地別）[件],7,2,0,0,2,5,7,3,3,29
20260201B04,落札件数（電源属地別）[件],3,2,0,0,2,5,7,3,3,25
20260201B04,最高落札価格（電源属地別）[円/kW・30分],14.45,3.29,0,0,0.35,11.49,1.41,10.56,0.36,14.45
20260201B04,最低落札価格（電源属地別）[円/kW・30分],12.99,2.16,0,0,0.35,0.36,0.36,0.96,0.36,0.35
20260201B04,平均落札価格（電源属地別）[円/kW・30分],13.38,2.34,0,0,0.35,7.45,0.87,5.25,0.36,3.94
20260201B04,最高落札価格（TSO別）[円/kW・30分],14.45,3.29,0,0,0.35,11.49,1.41,10.56,0.36,14.45
20260201B04,最低落札価格（TSO別）[円/kW・30分],12.99,2.16,0,0,0.35,0.36,0.36,0.96,0.36,0.35
20260201B04,平均落札価格（TSO別）[円/kW・30分],13.38,2.34,0,0,0.35,7.45,0.87,5.25,0.36,3.94
20260201B04,落札量合計（TSO別）[MW],58.01,109,0,0,140,395.019,199.734,61,203,1165.763
