H,電力需給調整力取引所取引結果,対象年月,商品区分,ブロック数
P,確報値,202511,複合商品,8
TT,調達区分,取引情報,北海道,東北,東京,中部,北陸,関西,中国,四国,九州,合計
20251101B01,システム約定結果,募集量（TSO別）[MW],55,163,477,39,86,281,189,95,198,1583
20251101B01,システム約定結果,応札量合計（電源属地別）[MW],203.54,430.419,1006.414,0,86,955.965,324.157,125,451.728,3583.223
20251101B01,システム約定結果,落札量合計（電源属地別）[MW],55,430.419,389.354,0,86,340.965,138.101,58.085,37.728,1535.652
20251101B01,システム約定結果,応札件数（電源属地別）[件],6,4,23,0,1,8,5,7,6,60
20251101B01,システム約定結果,落札件数（電源属地別）[件],1,4,21,0,1,7,4,5,5,48
20251101B01,システム約定結果,最高落札価格（電源属地別）[円/kW・30分],1.1,19.51,19.51,0,1.66,19.49,1.52,6.56,19.51,19.51
20251101B01,システム約定結果,最低落札価格（電源属地別）[円/kW・30分],1.1,1.85,0.64,0,1.66,0.61,0.36,0.36,0.36,0.36
20251101B01,システム約定結果,平均落札価格（電源属地別）[円/kW・30分],1.1,3.14,2.24,0,1.66,4.56,1.18,1.3,2.74,2.81
20251101B01,システム約定結果,最高落札価格（TSO別）[円/kW・30分],1.1,19.51,19.51,3.44,1.66,19.49,2.11,8.43,19.51,19.51
20251101B01,システム約定結果,最低落札価格（TSO別）[円/kW・30分],1.1,1.85,0.64,1.85,1.66,0.61,0.36,0.36,0.36,0.36
20251101B01,システム約定結果,平均落札価格（TSO別）[円/kW・30分],1.1,3.2,2.24,2.5,1.66,4,1.22,4.47,2.74,2.81
20251101B01,システム約定結果,落札量合計（TSO別）[MW],55,391.419,389.354,39,86,297.985,144.166,95,37.728,1535.652
20251101B01,システム約定結果,（内訳）自エリアからの落札量[MW],55,391.419,389.354,0,86,297.985,138.081,52,37.728,1447.567
20251101B01,追加調達結果,募集量（TSO別）[MW],-,-,-,-,-,-,-,-,-,-
20251101B01,追加調達結果,応札量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
