H,連系線確保量,対象年月,ブロック数,市場種別
P,速報値,202606,48,DCM
T,順方向元エリア,逆方向元エリア,DCM：連系線確保量上限値（順方向）[MW],DCM：連系線確保量上限値（逆方向）[MW],DCM：連系線確保量（順方向）[MW],DCM：連系線確保量（逆方向）[MW]
20260605B27,中国,四国,1200,274.487,0,225.473
20260605B27,中国,九州,246.78,426.744,105.307,27.623
20260605B28,北海道,東北,0,75,0,75
20260605B28,東北,東京,0,2360,0,318
20260605B28,東京,中部,248.568,681.976,248.568,0
20260605B28,中部関西,北陸,2374.557,1714.129,47,0
20260605B28,中部,北陸関西,1913.474,0,108.668,0
20260605B28,中部北陸,関西,1189.691,0,61.668,0
20260605B28,関西,中国,2780,0,209.473,0
20260605B28,関西_関西-中国間(東),中国_関西-中国間(東),2780,0,0,0
20260605B28,関西_関西-中国間(西),中国_関西-中国間(西),2780,0,209.473,0
20260605B28,関西,四国,0,0,0,0
20260605B28,中国,四国,1200,351.287,0,209.473
20260605B28,中国,九州,310,241.744,105.307,42.309
20260605B29,北海道,東北,0,75,0,75
20260605B29,東北,東京,0,2360,0,264
20260605B29,東京,中部,205.068,725.476,205.068,0
20260605B29,中部関西,北陸,2486.457,1602.229,50.744,0
20260605B29,中部,北陸関西,1930,0,78.168,0
20260605B29,中部北陸,関西,1296.691,0,27.424,0
20260605B29,関西,中国,2780,0,206.473,0
20260605B29,関西_関西-中国間(東),中国_関西-中国間(東),2780,0,0,0
20260605B29,関西_関西-中国間(西),中国_関西-中国間(西),2780,0,206.473,0
20260605B29,関西,四国,0,0,0,0
20260605B29,中国,四国,1200,400.587,0,206.473
20260605B29,中国,九州,282.28,427.244,105.307,40.015
20260605B30,北海道,東北,0,75,0,75
20260605B30,東北,東京,0,2360,0,284
20260605B30,東京,中部,0,1104.276,0,0
20260605B30,中部関西,北陸,2496.057,1592.629,0,0
20260605B30,中部,北陸関西,1930,0,0,0
20260605B30,中部北陸,関西,1287.091,0,0,0
20260605B30,関西,中国,2780,0,193.473,0
20260605B30,関西_関西-中国間(東),中国_関西-中国間(東),2780,0,0,0
20260605B30,関西_関西-中国間(西),中国_関西-中国間(西),2780,0,193.473,0
20260605B30,関西,四国,0,0,0,0
20260605B30,中国,四国,1200,428.587,0,193.473
20260605B30,中国,九州,330,188.044,90.44,126.071
20260605B31,北海道,東北,0,75,0,75
20260605B31,東北,東京,0,2360,0,306
20260605B31,東京,中部,147.046,956.268,147.046,0
20260605B31,中部関西,北陸,2467.212,1663.477,5,0
20260605B31,中部,北陸関西,1930,0,56.046,0
20260605B31,中部北陸,関西,1930,0,51.046,0
20260605B31,関西,中国,2780,0,159.473,0
20260605B31,関西_関西-中国間(東),中国_関西-中国間(東),2780,0,0,0
20260605B31,関西_関西-中国間(西),中国_関西-中国間(西),2780,0,159.473,0
20260605B31,関西,四国,0,0,0,0
20260605B31,中国,四国,1200,500.462,0,159.473
20260605B31,中国,九州,400,109.159,72.714,74.92
20260605B32,北海道,東北,0,75,0,61.084
20260605B32,東北,東京,0,2360,0,239.084
20260605B32,東京,中部,315.846,787.468,315.846,0
20260605B32,中部関西,北陸,2442.412,1688.277,35,0
20260605B32,中部,北陸関西,1930,0,235.946,0
20260605B32,中部北陸,関西,1930,0,200.946,0
20260605B32,関西,中国,2780,0,159.473,0
20260605B32,関西_関西-中国間(東),中国_関西-中国間(東),2780,0,0,0
20260605B32,関西_関西-中国間(西),中国_関西-中国間(西),2780,0,159.473,0
20260605B32,関西,四国,0,0,0,0
20260605B32,中国,四国,1200,605.862,0,159.473
20260605B32,中国,九州,470,0,38.874,0
20260605B33,北海道,東北,0,75,0,75
20260605B33,東北,東京,0,2360,0,253
20260605B33,東京,中部,524.046,579.268,524.046,0
20260605B33,中部関西,北陸,2419.512,1711.177,48.534,0
20260605B33,中部,北陸関西,1930,0,433.046,0
20260605B33,中部北陸,関西,1930,0,384.512,0
20260605B33,関西,中国,2780,0,295.055,0
20260605B33,関西_関西-中国間(東),中国_関西-中国間(東),2780,0,137.512,0
20260605B33,関西_関西-中国間(西),中国_関西-中国間(西),2780,0,295.055,0
20260605B33,関西,四国,0,0,0,0
20260605B33,中国,四国,1200,514.462,0,157.543
20260605B33,中国,九州,510,0,79.44,0
20260605B34,北海道,東北,0,75,0,75
20260605B34,東北,東京,0,2360,0,568
20260605B34,東京,中部,355.246,748.068,355.246,0
20260605B34,中部関西,北陸,2378.912,1751.777,43.322,0
20260605B34,中部,北陸関西,1930,0,273.246,0
20260605B34,中部北陸,関西,1930,0,229.924,0
20260605B34,関西,中国,2780,0,167.543,0
20260605B34,関西_関西-中国間(東),中国_関西-中国間(東),2780,0,0,0
20260605B34,関西_関西-中国間(西),中国_関西-中国間(西),2780,0,167.543,0
20260605B34,関西,四国,0,0,0,0
20260605B34,中国,四国,1200,337.762,0,167.543
20260605B34,中国,九州,550,74.059,9.398,48.47
20260605B35,北海道,東北,0,75,0,75
20260605B35,東北,東京,0,2360,0,565
20260605B35,東京,中部,316.246,787.068,316.246,0
20260605B35,中部関西,北陸,2424.012,1706.677,45,0
20260605B35,中部,北陸関西,1930,0,261.246,0
20260605B35,中部北陸,関西,1930,0,216.246,0
20260605B35,関西,中国,2780,0,0,0
20260605B35,関西_関西-中国間(東),中国_関西-中国間(東),2780,0,0,0
20260605B35,関西_関西-中国間(西),中国_関西-中国間(西),2780,0,0,0
20260605B35,関西,四国,0,0,0,0
20260605B35,中国,四国,1200,0,0,0
20260605B35,中国,九州,590,306.459,36.527,156.706
20260605B36,北海道,東北,0,75,0,75
20260605B36,東北,東京,0,2360,0,564
20260605B36,東京,中部,0,1200,0,0
20260605B36,中部関西,北陸,2406.812,1723.877,0,0
20260605B36,中部,北陸関西,1930,0,0,0
20260605B36,中部北陸,関西,1930,0,0,0
20260605B36,関西,中国,2780,0,0,0
20260605B36,関西_関西-中国間(東),中国_関西-中国間(東),2780,0,0,0
20260605B36,関西_関西-中国間(西),中国_関西-中国間(西),2780,0,0,0
20260605B36,関西,四国,0,0,0,0
20260605B36,中国,四国,1200,0,0,0
20260605B36,中国,九州,630,260.359,23.532,110.706
20260605B37,北海道,東北,0,75,0,75
20260605B37,東北,東京,0,2360,0,534
20260605B37,東京,中部,0,1124.466,0,0
20260605B37,中部関西,北陸,2290.818,1656.286,0,0
20260605B37,中部,北陸関西,2230,0,0,0
20260605B37,中部北陸,関西,2230,0,0,0
20260605B37,関西,中国,2780,0,0,0
20260605B37,関西_関西-中国間(東),中国_関西-中国間(東),2780,0,0,0
20260605B37,関西_関西-中国間(西),中国_関西-中国間(西),2780,0,0,0
20260605B37,関西,四国,0,0,0,0
20260605B37,中国,四国,1200,0,0,0
20260605B37,中国,九州,720,0,0,0
20260605B38,北海道,東北,0,75,0,75
20260605B38,東北,東京,0,2360,0,534
20260605B38,東京,中部,0,1162.466,0,0
20260605B38,中部関西,北陸,2267.118,1679.986,83,0
20260605B38,中部,北陸関西,2230,0,502,0
20260605B38,中部北陸,関西,2230,0,419,0
20260605B38,関西,中国,2780,0,75.411,0
20260605B38,関西_関西-中国間(東),中国_関西-中国間(東),2780,0,75.411,0
20260605B38,関西_関西-中国間(西),中国_関西-中国間(西),2780,0,75.411,0
20260605B38,関西,四国,0,0,0,0
20260605B38,中国,四国,1200,0,0,0
20260605B38,中国,九州,820,0,0,0
20260605B39,北海道,東北,0,75,0,75
20260605B39,東北,東京,0,2360,0,534
20260605B39,東京,中部,0,1161.666,0,0
20260605B39,中部関西,北陸,2097.218,1849.886,79.362,0
20260605B39,中部,北陸関西,2230,0,911,0
20260605B39,中部北陸,関西,2230,0,831.638,0
20260605B39,関西,中国,2780,0,480.638,0
20260605B39,関西_関西-中国間(東),中国_関西-中国間(東),2780,0,480.638,0
20260605B39,関西_関西-中国間(西),中国_関西-中国間(西),2780,0,457.98,0
20260605B39,関西,四国,0,0,0,0
20260605B39,中国,四国,1200,0,22.658,0
20260605B39,中国,九州,830,0,293,0
20260605B40,北海道,東北,0,75,0,75
20260605B40,東北,東京,0,2360,0,534
20260605B40,東京,中部,0,741.266,0,0
20260605B40,中部関西,北陸,2093.618,1853.486,97.099,0
20260605B40,中部,北陸関西,2230,0,1009.079,0
20260605B40,中部北陸,関西,2230,0,911.98,0
20260605B40,関西,中国,2780,0,560.98,0
20260605B40,関西_関西-中国間(東),中国_関西-中国間(東),2780,0,560.98,0
20260605B40,関西_関西-中国間(西),中国_関西-中国間(西),2780,0,450.98,0
20260605B40,関西,四国,0,0,0,0
20260605B40,中国,四国,1200,0,110,0
20260605B40,中国,九州,830,0,292,0
20260605B41,北海道,東北,0,75,0,75
20260605B41,東北,東京,0,2360,0,369
20260605B41,東京,中部,0,1167.366,0,0
20260605B41,中部関西,北陸,2016.718,1930.386,97.223,0
20260605B41,中部,北陸関西,2230,0,948.203,0
20260605B41,中部北陸,関西,2230,0,850.98,0
20260605B41,関西,中国,2780,0,515.98,0
20260605B41,関西_関西-中国間(東),中国_関西-中国間(東),2780,0,515.98,0
20260605B41,関西_関西-中国間(西),中国_関西-中国間(西),2780,0,436.98,0
20260605B41,関西,四国,0,0,0,0
20260605B41,中国,四国,1200,0,79,0
20260605B41,中国,九州,830,0,285,0
20260605B42,北海道,東北,0,75,0,75
20260605B42,東北,東京,0,2360,0,287.494
20260605B42,東京,中部,0,1200,0,0
20260605B42,中部関西,北陸,1768.818,2178.286,99.292,0
20260605B42,中部,北陸関西,2230,0,908.262,0
20260605B42,中部北陸,関西,2230,0,808.97,0
20260605B42,関西,中国,2780,0,477.97,0
20260605B42,関西_関西-中国間(東),中国_関西-中国間(東),2780,0,477.97,0
20260605B42,関西_関西-中国間(西),中国_関西-中国間(西),2780,0,410.97,0
20260605B42,関西,四国,0,0,0,0
20260605B42,中国,四国,1200,0,67,0
20260605B42,中国,九州,810,0,270,0
20260605B43,北海道,東北,0,75,0,75
20260605B43,東北,東京,0,2360,0,177.01
20260605B43,東京,中部,0,1200,0,0
20260605B43,中部関西,北陸,1287.277,2433.447,105.478,0
20260605B43,中部,北陸関西,2230,531.664,818.517,0
20260605B43,中部北陸,関西,2230,0,713.039,0
20260605B43,関西,中国,2780,0,380.97,0
20260605B43,関西_関西-中国間(東),中国_関西-中国間(東),2780,0,380.97,0
20260605B43,関西_関西-中国間(西),中国_関西-中国間(西),2780,0,326.97,0
20260605B43,関西,四国,0,0,0,0
20260605B43,中国,四国,1200,0,54,0
20260605B43,中国,九州,800,0,239.563,0
20260605B44,北海道,東北,0,75,0,75
20260605B44,東北,東京,39.748,2360,0,176
20260605B44,東京,中部,0,1200,0,0
20260605B44,中部関西,北陸,1304.577,2416.147,105.59,0
20260605B44,中部,北陸関西,2230,377.264,808.629,0
20260605B44,中部北陸,関西,2230,0,703.039,0
20260605B44,関西,中国,2780,0,373.97,0
20260605B44,関西_関西-中国間(東),中国_関西-中国間(東),2780,0,373.97,0
20260605B44,関西_関西-中国間(西),中国_関西-中国間(西),2780,0,321.97,0
20260605B44,関西,四国,0,0,0,0
20260605B44,中国,四国,1200,0,52,0
20260605B44,中国,九州,800,0,234.563,0
20260605B45,北海道,東北,0,75,0,75
20260605B45,東北,東京,0,2360,0,185.26
20260605B45,東京,中部,0,1200,0,0
20260605B45,中部関西,北陸,1256.977,1843.747,108,0
20260605B45,中部,北陸関西,1590,221.964,812.039,0
20260605B45,中部北陸,関西,1590,0,704.039,0
20260605B45,関西,中国,2780,0,371.97,0
20260605B45,関西_関西-中国間(東),中国_関西-中国間(東),2780,0,371.97,0
20260605B45,関西_関西-中国間(西),中国_関西-中国間(西),2780,0,319.97,0
20260605B45,関西,四国,0,0,0,0
20260605B45,中国,四国,1200,0,52,0
20260605B45,中国,九州,790,0,232.563,0
20260605B46,北海道,東北,0,75,0,75
20260605B46,東北,東京,0,2360,0,173
20260605B46,東京,中部,0,1200,0,0
20260605B46,中部関西,北陸,1256.777,1843.947,106.07,0
20260605B46,中部,北陸関西,1590,640.964,799.109,0
20260605B46,中部北陸,関西,1590,0,693.039,0
20260605B46,関西,中国,2780,0,359.97,0
20260605B46,関西_関西-中国間(東),中国_関西-中国間(東),2780,0,359.97,0
20260605B46,関西_関西-中国間(西),中国_関西-中国間(西),2780,0,308.97,0
20260605B46,関西,四国,0,0,0,0
20260605B46,中国,四国,1200,0,51,0
20260605B46,中国,九州,780,0,225.563,0
20260605B47,北海道,東北,0,75,0,75
20260605B47,東北,東京,0,2360,0,173
20260605B47,東京,中部,0,1200,0,0
20260605B47,中部関西,北陸,1293.477,1807.247,100.62,0
20260605B47,中部,北陸関西,1590,963.864,768.659,0
20260605B47,中部北陸,関西,1590,0,668.039,0
20260605B47,関西,中国,2780,0,361.407,0
20260605B47,関西_関西-中国間(東),中国_関西-中国間(東),2780,0,334.97,0
20260605B47,関西_関西-中国間(西),中国_関西-中国間(西),2780,0,361.407,0
20260605B47,関西,四国,0,0,0,0
20260605B47,中国,四国,1200,278.906,48,74.437
20260605B47,中国,九州,770,0,285,0
20260605B48,北海道,東北,0,75,0,75
20260605B48,東北,東京,0,2360,0,158
20260605B48,東京,中部,0,1200,0,0
20260605B48,中部関西,北陸,1301.177,1799.547,100.036,0
20260605B48,中部,北陸関西,1590,1029.764,749.075,0
20260605B48,中部北陸,関西,1590,61.621,649.039,0
20260605B48,関西,中国,2780,0,342.407,0
20260605B48,関西_関西-中国間(東),中国_関西-中国間(東),2780,0,315.97,0
20260605B48,関西_関西-中国間(西),中国_関西-中国間(西),2780,0,342.407,0
20260605B48,関西,四国,0,0,0,0
20260605B48,中国,四国,1161.034,320.106,47,73.437
20260605B48,中国,九州,750,0,276,0
20260606B01,北海道,東北,0,75,0,75
20260606B01,東北,東京,0,2360,0,144.26
20260606B01,東京,中部,0,859.932,0,0
20260606B01,中部関西,北陸,1735.753,1733.166,76.294,0
20260606B01,中部,北陸関西,1590,0,409.6,0
20260606B01,中部北陸,関西,1590,0,333.306,0
20260606B01,関西,中国,2780,0,173.849,0
20260606B01,関西_関西-中国間(東),中国_関西-中国間(東),2780,0,7.306,0
20260606B01,関西_関西-中国間(西),中国_関西-中国間(西),2780,0,173.849,0
20260606B01,関西,四国,0,0,0,0
20260606B01,中国,四国,1097.324,292.373,0,166.543
20260606B01,中国,九州,660,0,94.493,0
20260606B02,北海道,東北,0,75,0,75
20260606B02,東北,東京,0,2360,0,144.26
20260606B02,東京,中部,0,880,0,0
20260606B02,中部関西,北陸,1900,1540.366,75.756,0
20260606B02,中部,北陸関西,1590,0,577.167,0
20260606B02,中部北陸,関西,1590,90.815,501.411,0
20260606B02,関西,中国,2780,0,330.411,0
20260606B02,関西_関西-中国間(東),中国_関西-中国間(東),2780,0,175.411,0
20260606B02,関西_関西-中国間(西),中国_関西-中国間(西),2780,0,330.411,0
20260606B02,関西,四国,0,0,0,0
20260606B02,中国,四国,1140.624,249.073,0,155
20260606B02,中国,九州,650,0,233,0
20260606B03,北海道,東北,0,75,0,75
20260606B03,東北,東京,0,2360,0,136
20260606B03,東京,中部,0,900,0,0
20260606B03,中部関西,北陸,1900,1563.766,75.16,0
20260606B03,中部,北陸関西,1590,0,570.128,0
20260606B03,中部北陸,関西,1590,67.415,494.968,0
20260606B03,関西,中国,2780,0,323.246,0
20260606B03,関西_関西-中国間(東),中国_関西-中国間(東),2780,0,170.968,0
20260606B03,関西_関西-中国間(西),中国_関西-中国間(西),2780,0,323.246,0
20260606B03,関西,四国,0,0,0,0
20260606B03,中国,四国,1200,176.473,15.988,168.266
20260606B03,中国,九州,650,0,233,0
20260606B04,北海道,東北,0,75,0,75
20260606B04,東北,東京,0,2360,0,146.25
20260606B04,東京,中部,0,900,0,0
20260606B04,中部関西,北陸,1861.253,1607.666,76.664,0
20260606B04,中部,北陸関西,1590,0,571.737,0
20260606B04,中部北陸,関西,1590,23.515,495.073,0
20260606B04,関西,中国,2780,0,321.246,0
20260606B04,関西_関西-中国間(東),中国_関西-中国間(東),2780,0,175.073,0
20260606B04,関西_関西-中国間(西),中国_関西-中国間(西),2780,0,321.246,0
20260606B04,関西,四国,0,0,0,0
20260606B04,中国,四国,1200,166.173,20,166.173
20260606B04,中国,九州,650,0,231,0
20260606B05,北海道,東北,0,75,0,75
20260606B05,東北,東京,0,2360,0,131
20260606B05,東京,中部,0,890,0,0
20260606B05,中部関西,北陸,1760.653,1708.266,71.354,0
20260606B05,中部,北陸関西,1590,0,555.334,0
20260606B05,中部北陸,関西,1590,0,483.98,0
20260606B05,関西,中国,2780,0,312.246,0
20260606B05,関西_関西-中国間(東),中国_関西-中国間(東),2780,0,164.98,0
20260606B05,関西_関西-中国間(西),中国_関西-中国間(西),2780,0,312.246,0
20260606B05,関西,四国,0,0,0,0
20260606B05,中国,四国,1198.924,190.773,20,167.266
20260606B05,中国,九州,650,0,224,0
20260606B06,北海道,東北,0,75,0,75
20260606B06,東北,東京,212.196,2360,0,131.26
20260606B06,東京,中部,0,890,0,0
20260606B06,中部関西,北陸,1703.453,1765.466,71.328,0
20260606B06,中部,北陸関西,1590,0,568.031,0
20260606B06,中部北陸,関西,1590,0,496.703,0
20260606B06,関西,中国,2780,0,303.246,0
20260606B06,関西_関西-中国間(東),中国_関西-中国間(東),2780,0,188.703,0
20260606B06,関西_関西-中国間(西),中国_関西-中国間(西),2780,0,303.246,0
20260606B06,関西,四国,0,0,0,0
20260606B06,中国,四国,1165.724,223.973,0,114.543
20260606B06,中国,九州,660,0,215,0
20260606B07,北海道,東北,0,75,0,75
20260606B07,東北,東京,378.734,2360,0,158.344
20260606B07,東京,中部,0,880,0,0
20260606B07,中部関西,北陸,1783.735,1558.342,72.632,0
20260606B07,中部,北陸関西,1590,0,555.495,0
20260606B07,中部北陸,関西,1590,0,482.863,0
20260606B07,関西,中国,2780,0,307.246,0
20260606B07,関西_関西-中国間(東),中国_関西-中国間(東),2780,0,235.863,0
20260606B07,関西_関西-中国間(西),中国_関西-中国間(西),2780,0,307.246,0
20260606B07,関西,四国,0,0,0,0
20260606B07,中国,四国,1141.261,306.161,29.617,101
20260606B07,中国,九州,670,0,212,0
20260606B08,北海道,東北,0,75,0,75
20260606B08,東北,東京,342.434,2360,0,152.044
20260606B08,東京,中部,0,880,0,0
20260606B08,中部関西,北陸,1751.635,1590.442,75.454,0
20260606B08,中部,北陸関西,1590,0,526.801,0
20260606B08,中部北陸,関西,1590,0,451.347,0
20260606B08,関西,中国,2780,0,300.98,0
20260606B08,関西_関西-中国間(東),中国_関西-中国間(東),2780,0,204.347,0
20260606B08,関西_関西-中国間(西),中国_関西-中国間(西),2780,0,300.98,0
20260606B08,関西,四国,0,0,0,0
20260606B08,中国,四国,1114.061,333.361,18,114.633
20260606B08,中国,九州,690,0,197.734,0
20260606B09,北海道,東北,0,75,0,75
20260606B09,東北,東京,341.834,2360,0,188
20260606B09,東京,中部,0,860,0,0
20260606B09,中部関西,北陸,1858.435,1483.642,73.774,0
20260606B09,中部,北陸関西,1590,0,620.754,0
20260606B09,中部北陸,関西,1590,0,546.98,0
20260606B09,関西,中国,2780,0,356.246,0
20260606B09,関西_関西-中国間(東),中国_関西-中国間(東),2780,0,299.98,0
20260606B09,関西_関西-中国間(西),中国_関西-中国間(西),2780,0,356.246,0
20260606B09,関西,四国,0,0,0,0
20260606B09,中国,四国,1079.061,368.361,41,97.266
20260606B09,中国,九州,700,0,233,0
20260606B10,北海道,東北,0,75,0,75
20260606B10,東北,東京,327.734,2360,0,170.044
20260606B10,東京,中部,0,860,0,0
20260606B10,中部関西,北陸,1794.335,1547.742,73.262,0
20260606B10,中部,北陸関西,1590,0,633.242,0
20260606B10,中部北陸,関西,1590,0,559.98,0
20260606B10,関西,中国,2780,0,368.246,0
20260606B10,関西_関西-中国間(東),中国_関西-中国間(東),2780,0,312.98,0
20260606B10,関西_関西-中国間(西),中国_関西-中国間(西),2780,0,368.246,0
20260606B10,関西,四国,0,0,0,0
20260606B10,中国,四国,1060.261,387.161,42,97.266
20260606B10,中国,九州,710,0,237,0
20260606B11,北海道,東北,0,75,0,75
20260606B11,東北,東京,272.634,2360,0,171.994
20260606B11,東京,中部,0,860,0,0
20260606B11,中部関西,北陸,1838.735,1503.342,71.296,0
20260606B11,中部,北陸関西,1590,0,536.995,0
20260606B11,中部北陸,関西,1590,0,465.699,0
20260606B11,関西,中国,2780,0,327.124,0
20260606B11,関西_関西-中国間(東),中国_関西-中国間(東),2780,0,218.699,0
20260606B11,関西_関西-中国間(西),中国_関西-中国間(西),2780,0,327.124,0
20260606B11,関西,四国,0,0,0,0
20260606B11,中国,四国,1072.361,375.061,17,125.425
20260606B11,中国,九州,710,0,195.878,0
20260606B12,北海道,東北,0,75,0,75
20260606B12,東北,東京,350.434,2360,0,180.007
20260606B12,東京,中部,0,860,0,0
20260606B12,中部関西,北陸,1900,1385.542,75.468,0
20260606B12,中部,北陸関西,1590,0,376.824,0
20260606B12,中部北陸,関西,1590,67.975,301.356,0
20260606B12,関西,中国,2780,0,209.356,0
20260606B12,関西_関西-中国間(東),中国_関西-中国間(東),2780,0,54.356,0
20260606B12,関西_関西-中国間(西),中国_関西-中国間(西),2780,0,209.356,0
20260606B12,関西,四国,0,0,0,0
20260606B12,中国,四国,1140.661,306.761,0,155
20260606B12,中国,九州,580,0,89,0
20260606B13,北海道,東北,0,75,0,75
20260606B13,東北,東京,849.263,2360,0,200
20260606B13,東京,中部,82.24,418.865,82.24,0
20260606B13,中部関西,北陸,1900,1279.311,54.321,0
20260606B13,中部,北陸関西,1590,0,436.34,0
20260606B13,中部北陸,関西,1590,87.317,382.019,0
20260606B13,関西,中国,2780,0,217.585,0
20260606B13,関西_関西-中国間(東),中国_関西-中国間(東),2780,0,217.585,0
20260606B13,関西_関西-中国間(西),中国_関西-中国間(西),2780,0,217.585,0
20260606B13,関西,四国,0,0,0,0
20260606B13,中国,四国,1200,0,0,0
20260606B13,中国,九州,450,0,98.135,0
20260606B14,北海道,東北,0,75,0,75
20260606B14,東北,東京,792.763,2360,0,205.01
20260606B14,東京,中部,0,910,0,0
20260606B14,中部関西,北陸,1900,1147.111,109.524,0
20260606B14,中部,北陸関西,1590,0,470.874,0
20260606B14,中部北陸,関西,1590,219.517,361.35,0
20260606B14,関西,中国,2780,0,133.138,0
20260606B14,関西_関西-中国間(東),中国_関西-中国間(東),2780,0,133.138,0
20260606B14,関西_関西-中国間(西),中国_関西-中国間(西),2780,0,133.138,0
20260606B14,関西,四国,0,0,0,0
20260606B14,中国,四国,1200,0,0,0
20260606B14,中国,九州,390,165.263,116.871,90.558
20260606B15,北海道,東北,0,75,0,75
20260606B15,東北,東京,592.263,2360,0,226
20260606B15,東京,中部,0,232.665,0,0
20260606B15,中部関西,北陸,1900,1262.211,120.336,0
20260606B15,中部,北陸関西,1590,0,509.884,0
20260606B15,中部北陸,関西,1590,104.417,389.548,0
20260606B15,関西,中国,2780,0,24.32,0
20260606B15,関西_関西-中国間(東),中国_関西-中国間(東),2780,0,24.32,0
20260606B15,関西_関西-中国間(西),中国_関西-中国間(西),2780,0,24.32,0
20260606B15,関西,四国,0,0,0,0
20260606B15,中国,四国,1200,0,0,0
20260606B15,中国,九州,330,214.763,37.966,39
20260606B16,北海道,東北,0,75,0,75
20260606B16,東北,東京,493.863,2360,10.01,215.01
20260606B16,東京,中部,306.14,0,306.14,0
20260606B16,中部関西,北陸,1900,1211.411,135.612,0
20260606B16,中部,北陸関西,1590,0,713.535,0
20260606B16,中部北陸,関西,1590,155.217,577.923,0
20260606B16,関西,中国,2780,0,73.111,0
20260606B16,関西_関西-中国間(東),中国_関西-中国間(東),2780,0,73.111,0
20260606B16,関西_関西-中国間(西),中国_関西-中国間(西),2780,0,73.111,0
20260606B16,関西,四国,0,0,0,0
20260606B16,中国,四国,1200,0,0,0
20260606B16,中国,九州,330,491.763,0,0
20260606B17,北海道,東北,0,75,0,75
20260606B17,東北,東京,297.063,2360,12,217
20260606B17,東京,中部,283.24,0,283.24,0
20260606B17,中部関西,北陸,2310,1228.311,131.294,0
20260606B17,中部,北陸関西,870,0,708.559,0
20260606B17,中部北陸,関西,870,138.317,577.265,0
20260606B17,関西,中国,2780,0,49.265,0
20260606B17,関西_関西-中国間(東),中国_関西-中国間(東),2780,0,49.265,0
20260606B17,関西_関西-中国間(西),中国_関西-中国間(西),2780,0,49.265,0
20260606B17,関西,四国,0,0,0,0
20260606B17,中国,四国,1200,0,0,0
20260606B17,中国,九州,270,565.763,0,0
20260606B18,北海道,東北,0,75,0,75
20260606B18,東北,東京,197.163,2360,10.01,215.01
20260606B18,東京,中部,63.74,167.365,63.74,0
20260606B18,中部関西,北陸,2310,1202.611,136.686,0
20260606B18,中部,北陸関西,870,248.671,790.05,0
20260606B18,中部北陸,関西,682.736,639.817,653.364,0
20260606B18,関西,中国,2780,0,125.364,0
20260606B18,関西_関西-中国間(東),中国_関西-中国間(東),2780,0,125.364,0
20260606B18,関西_関西-中国間(西),中国_関西-中国間(西),2780,0,125.364,0
20260606B18,関西,四国,0,0,0,0
20260606B18,中国,四国,1200,0,0,0
20260606B18,中国,九州,240,611.363,0,0
20260606B19,北海道,東北,0,75,0,75
20260606B19,東北,東京,169.369,2360,14,256
20260606B19,東京,中部,0,660,0,0
20260606B19,中部関西,北陸,2310,1088.96,0,0
20260606B19,中部,北陸関西,0,1000.085,0,0
20260606B19,中部北陸,関西,0,1188.023,0,0
20260606B19,関西,中国,2780,0,0,0
20260606B19,関西_関西-中国間(東),中国_関西-中国間(東),2780,0,0,0
20260606B19,関西_関西-中国間(西),中国_関西-中国間(西),2780,0,0,0
20260606B19,関西,四国,0,0,0,0
20260606B19,中国,四国,1200,0,0,0
20260606B19,中国,九州,0,734.63,0,54.572
20260606B20,北海道,東北,0,75,0,75
20260606B20,東北,東京,183.169,2360,12.906,293.906
20260606B20,東京,中部,0,660,0,0
20260606B20,中部関西,北陸,2310,1036.76,0,0
20260606B20,中部,北陸関西,0,1149.685,0,0
20260606B20,中部北陸,関西,0,1389.823,0,0
20260606B20,関西,中国,2780,0,0,0
20260606B20,関西_関西-中国間(東),中国_関西-中国間(東),2780,0,0,0
20260606B20,関西_関西-中国間(西),中国_関西-中国間(西),2780,0,0,0
20260606B20,関西,四国,0,0,0,0
20260606B20,中国,四国,1200,0,0,0
20260606B20,中国,九州,0,590.63,0,54.572
20260606B21,北海道,東北,0,75,0,75
20260606B21,東北,東京,115.569,2360,27,357
20260606B21,東京,中部,0,680,0,0
20260606B21,中部関西,北陸,2310,1581.36,0,0
20260606B21,中部,北陸関西,0,1367.085,0,0
20260606B21,中部北陸,関西,0,1672.623,0,0
20260606B21,関西,中国,2780,0,0,0
20260606B21,関西_関西-中国間(東),中国_関西-中国間(東),2780,0,0,0
20260606B21,関西_関西-中国間(西),中国_関西-中国間(西),2780,0,0,0
20260606B21,関西,四国,0,0,0,0
20260606B21,中国,四国,1200,0,0,0
20260606B21,中国,九州,0,451.33,0,65.438
20260606B22,北海道,東北,0,75,0,75
20260606B22,東北,東京,0,2360,0,354.96
20260606B22,東京,中部,0,680,0,0
20260606B22,中部関西,北陸,2310,1538.66,0,0
20260606B22,中部,北陸関西,0,1451.685,0,0
20260606B22,中部北陸,関西,0,1799.923,0,0
20260606B22,関西,中国,2780,0,0,0
20260606B22,関西_関西-中国間(東),中国_関西-中国間(東),2780,0,0,0
20260606B22,関西_関西-中国間(西),中国_関西-中国間(西),2780,0,0,0
20260606B22,関西,四国,0,0,0,0
20260606B22,中国,四国,1200,0,0,0
20260606B22,中国,九州,0,540.23,0,53.072
20260606B23,北海道,東北,0,75,0,75
20260606B23,東北,東京,0,2360,0,387
20260606B23,東京,中部,0,690,0,0
20260606B23,中部関西,北陸,2310,1521.16,0,0
20260606B23,中部,北陸関西,0,1387.285,0,0
