H,電力需給調整力取引所取引結果,対象年月,商品区分,ブロック数
P,確報値,202607,複合商品,48
TT,調達区分,取引情報,北海道,東北,東京,中部,北陸,関西,中国,四国,九州,合計
20260701B01,システム約定結果,募集量（TSO別）[MW],211,230,436,145,95,231,228,86,344,2006
20260701B01,システム約定結果,応札量合計（電源属地別）[MW],356.99,284.917,2466.781,1047.592,307.382,84.052,290.417,230.93,382.958,5452.019
20260701B01,システム約定結果,落札量合計（電源属地別）[MW],217.26,104.917,813.351,148.343,307.382,74.227,290.417,86,239.631,2281.528
20260701B01,システム約定結果,応札件数（電源属地別）[件],8,9,51,26,4,13,8,8,23,150
20260701B01,システム約定結果,落札件数（電源属地別）[件],4,9,45,14,4,8,8,5,21,118
20260701B01,システム約定結果,最高落札価格（電源属地別）[円/kW・30分],8.4,15,15,13,11.9,11.89,12.59,1.9,12,15
20260701B01,システム約定結果,最低落札価格（電源属地別）[円/kW・30分],1.01,5.59,0.39,3.02,0.39,1.38,0.39,0.38,0.39,0.38
20260701B01,システム約定結果,平均落札価格（電源属地別）[円/kW・30分],1.88,7.44,1.88,3.89,0.46,4.31,1.51,0.98,2.73,2.16
20260701B01,システム約定結果,最高落札価格（TSO別）[円/kW・30分],8.4,15,15,13,0.39,11.9,2.13,1.9,12.59,15
20260701B01,システム約定結果,最低落札価格（TSO別）[円/kW・30分],1.01,0.4,0.39,3.02,0.39,0.39,0.39,0.38,0.39,0.38
20260701B01,システム約定結果,平均落札価格（TSO別）[円/kW・30分],1.88,3.69,2.13,3.88,0.39,2.11,1.29,0.98,2.07,2.16
20260701B01,システム約定結果,落札量合計（TSO別）[MW],217.26,226.917,691.351,145,95,227,228,86,365,2281.528
20260701B01,システム約定結果,（内訳）自エリアからの落札量[MW],217.26,104.917,691.351,145,95,74.227,228,86,239.631,1881.386
20260701B01,追加調達結果,募集量（TSO別）[MW],-,-,-,-,-,-,-,-,-,-
20260701B01,追加調達結果,応札量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20260701B01,追加調達結果,約定量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20260701B01,追加調達結果,応札件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20260701B01,追加調達結果,約定件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20260701B01,追加調達結果,最高約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20260701B01,追加調達結果,最低約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20260701B01,追加調達結果,平均約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20260701B01,追加調達結果,最高約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20260701B01,追加調達結果,最低約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20260701B01,追加調達結果,平均約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20260701B01,追加調達結果,約定量合計（TSO別）[MW],0,0,0,0,0,0,0,0,0,0
20260701B01,追加調達結果,（内訳）自エリアからの約定量[MW],0,0,0,0,0,0,0,0,0,0
20260701B01,合計（確報値）,募集量（TSO別）[MW],211,230,436,145,95,231,228,86,344,2006
20260701B01,合計（確報値）,応札量合計（電源属地別）[MW],356.99,284.917,2466.781,1047.592,307.382,84.052,290.417,230.93,382.958,5452.019
20260701B01,合計（確報値）,約定量合計（電源属地別）[MW],217.26,104.917,811.438,148.343,307.382,74.227,290.417,86,239.631,2279.615
20260701B01,合計（確報値）,応札件数（電源属地別）[件],8,9,51,26,4,13,8,8,23,150
20260701B01,合計（確報値）,約定件数（電源属地別）[件],4,9,44,14,4,8,8,5,21,117
20260701B01,合計（確報値）,最高約定価格（電源属地別）[円/kW・30分],8.4,15,15,13,11.9,11.89,12.59,1.9,12,15
20260701B01,合計（確報値）,最低約定価格（電源属地別）[円/kW・30分],1.01,5.59,0.39,3.02,0.39,1.38,0.39,0.38,0.39,0.38
20260701B01,合計（確報値）,平均約定価格（電源属地別）[円/kW・30分],1.88,7.44,1.85,3.89,0.46,4.31,1.51,0.98,2.73,2.15
20260701B01,合計（確報値）,最高約定価格（TSO別）[円/kW・30分],8.4,15,15,13,0.39,11.9,2.13,1.9,12.59,15
20260701B01,合計（確報値）,最低約定価格（TSO別）[円/kW・30分],1.01,0.4,0.39,3.02,0.39,0.39,0.39,0.38,0.39,0.38
20260701B01,合計（確報値）,平均約定価格（TSO別）[円/kW・30分],1.88,3.69,2.1,3.88,0.39,2.11,1.29,0.98,2.07,2.15
20260701B01,合計（確報値）,約定量合計（TSO別）[MW],217.26,226.917,689.438,145,95,227,228,86,365,2279.615
20260701B01,合計（確報値）,（内訳）自エリアからの約定量[MW],217.26,104.917,689.438,145,95,74.227,228,86,239.631,1879.473
20260701B02,システム約定結果,募集量（TSO別）[MW],213,230,436,145,95,231,228,86,344,2008
