H,電力需給調整力取引所取引結果,対象年月,商品区分,ブロック数
P,確報値,202606,複合商品,48
TT,調達区分,取引情報,北海道,東北,東京,中部,北陸,関西,中国,四国,九州,合計
20260601B01,システム約定結果,募集量（TSO別）[MW],233,321,450,110,90,412,220,86,321,2243
20260601B01,システム約定結果,応札量合計（電源属地別）[MW],322.458,532.346,590.044,740.824,0,257.585,181.385,254.473,421.898,3301.013
20260601B01,システム約定結果,落札量合計（電源属地別）[MW],233,172.346,513.244,272.028,0,257.585,179.396,86,189.986,1903.585
20260601B01,システム約定結果,応札件数（電源属地別）[件],9,8,40,22,0,12,8,10,29,138
20260601B01,システム約定結果,落札件数（電源属地別）[件],2,8,38,22,0,12,7,5,28,122
20260601B01,システム約定結果,最高落札価格（電源属地別）[円/kW・30分],1.01,15,15,15,0,14.49,12.6,1.07,14,15
20260601B01,システム約定結果,最低落札価格（電源属地別）[円/kW・30分],0.91,4.01,0.39,0.73,0,0.39,0.39,0.38,3.22,0.38
20260601B01,システム約定結果,平均落札価格（電源属地別）[円/kW・30分],1.01,6.38,2.29,3.5,0,2.06,1.45,0.42,6,2.85
20260601B01,システム約定結果,最高落札価格（TSO別）[円/kW・30分],1.01,15,15,15,3.88,14.49,5.47,1.07,14,15
20260601B01,システム約定結果,最低落札価格（TSO別）[円/kW・30分],0.91,0.57,0.39,0.57,0.57,0.39,0.39,0.38,0.57,0.38
20260601B01,システム約定結果,平均落札価格（TSO別）[円/kW・30分],1.01,4.01,4.28,5.36,2.18,2.14,1.81,0.42,4.06,2.85
20260601B01,システム約定結果,落札量合計（TSO別）[MW],233,233.346,215.412,85.824,79,406.003,220,86,345,1903.585
20260601B01,システム約定結果,（内訳）自エリアからの落札量[MW],233,132.346,215.412,28.824,0,257.585,168.382,86,189.986,1311.535
20260601B01,追加調達結果,募集量（TSO別）[MW],-,-,-,-,-,-,-,-,-,-
20260601B01,追加調達結果,応札量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20260601B01,追加調達結果,約定量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20260601B01,追加調達結果,応札件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20260601B01,追加調達結果,約定件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20260601B01,追加調達結果,最高約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20260601B01,追加調達結果,最低約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20260601B01,追加調達結果,平均約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20260601B01,追加調達結果,最高約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20260601B01,追加調達結果,最低約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20260601B01,追加調達結果,平均約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20260601B01,追加調達結果,約定量合計（TSO別）[MW],0,0,0,0,0,0,0,0,0,0
20260601B01,追加調達結果,（内訳）自エリアからの約定量[MW],0,0,0,0,0,0,0,0,0,0
20260601B01,合計（確報値）,募集量（TSO別）[MW],233,321,450,110,90,412,220,86,321,2243
20260601B01,合計（確報値）,応札量合計（電源属地別）[MW],322.458,532.346,590.044,740.824,0,257.585,181.385,254.473,421.898,3301.013
20260601B01,合計（確報値）,約定量合計（電源属地別）[MW],233,172.346,513.244,272.028,0,257.585,179.396,86,189.986,1903.585
20260601B01,合計（確報値）,応札件数（電源属地別）[件],9,8,40,22,0,12,8,10,29,138
20260601B01,合計（確報値）,約定件数（電源属地別）[件],2,8,38,22,0,12,7,5,28,122
20260601B01,合計（確報値）,最高約定価格（電源属地別）[円/kW・30分],1.01,15,15,15,0,14.49,12.6,1.07,14,15
20260601B01,合計（確報値）,最低約定価格（電源属地別）[円/kW・30分],0.91,4.01,0.39,0.73,0,0.39,0.39,0.38,3.22,0.38
20260601B01,合計（確報値）,平均約定価格（電源属地別）[円/kW・30分],1.01,6.38,2.29,3.5,0,2.06,1.45,0.42,6,2.85
20260601B01,合計（確報値）,最高約定価格（TSO別）[円/kW・30分],1.01,15,15,15,3.88,14.49,5.47,1.07,14,15
20260601B01,合計（確報値）,最低約定価格（TSO別）[円/kW・30分],0.91,0.57,0.39,0.57,0.57,0.39,0.39,0.38,0.57,0.38
20260601B01,合計（確報値）,平均約定価格（TSO別）[円/kW・30分],1.01,4.01,4.28,5.36,2.18,2.14,1.81,0.42,4.06,2.85
20260601B01,合計（確報値）,約定量合計（TSO別）[MW],233,233.346,215.412,85.824,79,406.003,220,86,345,1903.585
20260601B01,合計（確報値）,（内訳）自エリアからの約定量[MW],233,132.346,215.412,28.824,0,257.585,168.382,86,189.986,1311.535
20260601B02,システム約定結果,募集量（TSO別）[MW],234,321,450,110,90,412,220,86,321,2244
20260601B02,システム約定結果,応札量合計（電源属地別）[MW],293.458,532.346,752.614,520.824,0,257.585,175.173,254.473,421.898,3208.371
20260601B02,システム約定結果,落札量合計（電源属地別）[MW],159,172.346,439.347,433.235,0,257.585,166.126,86,192.898,1906.537
20260601B02,システム約定結果,応札件数（電源属地別）[件],8,8,46,20,0,12,8,10,29,141
20260601B02,システム約定結果,落札件数（電源属地別）[件],2,8,39,20,0,12,8,5,29,123
20260601B02,システム約定結果,最高落札価格（電源属地別）[円/kW・30分],1.01,15,15,15,0,14.49,14.5,1.07,14.16,15
20260601B02,システム約定結果,最低落札価格（電源属地別）[円/kW・30分],0.91,4.01,0.39,0.48,0,0.39,0.39,0.38,2.95,0.38
20260601B02,システム約定結果,平均落札価格（電源属地別）[円/kW・30分],1.01,6.7,2.41,1.62,0,2.06,1.56,0.42,5.91,2.64
20260601B02,システム約定結果,最高落札価格（TSO別）[円/kW・30分],6,15,15,15,2.79,14.49,1.56,1.07,14.5,15
20260601B02,システム約定結果,最低落札価格（TSO別）[円/kW・30分],0.57,0.57,0.39,0.51,0.48,0.39,0.39,0.38,0.48,0.38
20260601B02,システム約定結果,平均落札価格（TSO別）[円/kW・30分],1.78,4.18,4.35,5.22,0.83,1.62,0.96,0.42,3.77,2.64
20260601B02,システム約定結果,落札量合計（TSO別）[MW],234,233.346,214.35,85.824,79,406.003,224.292,86,343.722,1906.537
20260601B02,システム約定結果,（内訳）自エリアからの落札量[MW],159,132.346,214.35,85.824,0,257.585,159.302,86,192.898,1287.305
20260601B02,追加調達結果,募集量（TSO別）[MW],-,-,-,-,-,-,-,-,-,-
20260601B02,追加調達結果,応札量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20260601B02,追加調達結果,約定量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20260601B02,追加調達結果,応札件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20260601B02,追加調達結果,約定件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20260601B02,追加調達結果,最高約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20260601B02,追加調達結果,最低約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20260601B02,追加調達結果,平均約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20260601B02,追加調達結果,最高約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20260601B02,追加調達結果,最低約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20260601B02,追加調達結果,平均約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20260601B02,追加調達結果,約定量合計（TSO別）[MW],0,0,0,0,0,0,0,0,0,0
20260601B02,追加調達結果,（内訳）自エリアからの約定量[MW],0,0,0,0,0,0,0,0,0,0
20260601B02,合計（確報値）,募集量（TSO別）[MW],234,321,450,110,90,412,220,86,321,2244
20260601B02,合計（確報値）,応札量合計（電源属地別）[MW],293.458,532.346,752.614,520.824,0,257.585,175.173,254.473,421.898,3208.371
20260601B02,合計（確報値）,約定量合計（電源属地別）[MW],159,172.346,439.347,433.235,0,257.585,166.126,86,192.898,1906.537
20260601B02,合計（確報値）,応札件数（電源属地別）[件],8,8,46,20,0,12,8,10,29,141
20260601B02,合計（確報値）,約定件数（電源属地別）[件],2,8,39,20,0,12,8,5,29,123
20260601B02,合計（確報値）,最高約定価格（電源属地別）[円/kW・30分],1.01,15,15,15,0,14.49,14.5,1.07,14.16,15
20260601B02,合計（確報値）,最低約定価格（電源属地別）[円/kW・30分],0.91,4.01,0.39,0.48,0,0.39,0.39,0.38,2.95,0.38
20260601B02,合計（確報値）,平均約定価格（電源属地別）[円/kW・30分],1.01,6.7,2.41,1.62,0,2.06,1.56,0.42,5.91,2.64
20260601B02,合計（確報値）,最高約定価格（TSO別）[円/kW・30分],6,15,15,15,2.79,14.49,1.56,1.07,14.5,15
20260601B02,合計（確報値）,最低約定価格（TSO別）[円/kW・30分],0.57,0.57,0.39,0.51,0.48,0.39,0.39,0.38,0.48,0.38
20260601B02,合計（確報値）,平均約定価格（TSO別）[円/kW・30分],1.78,4.18,4.35,5.22,0.83,1.62,0.96,0.42,3.77,2.64
20260601B02,合計（確報値）,約定量合計（TSO別）[MW],234,233.346,214.35,85.824,79,406.003,224.292,86,343.722,1906.537
20260601B02,合計（確報値）,（内訳）自エリアからの約定量[MW],159,132.346,214.35,85.824,0,257.585,159.302,86,192.898,1287.305
20260601B03,システム約定結果,募集量（TSO別）[MW],237,321,450,110,90,412,220,86,321,2247
20260601B03,システム約定結果,応札量合計（電源属地別）[MW],319.858,532.346,734.74,558.972,0,257.585,178.92,254.473,423.698,3260.592
20260601B03,システム約定結果,落札量合計（電源属地別）[MW],162,172.346,414.747,478.083,0,257.585,166.125,86,194.405,1931.291
20260601B03,システム約定結果,応札件数（電源属地別）[件],9,8,48,28,0,12,10,10,30,155
20260601B03,システム約定結果,落札件数（電源属地別）[件],2,8,41,28,0,12,8,5,30,134
20260601B03,システム約定結果,最高落札価格（電源属地別）[円/kW・30分],1.01,15,15,15,0,14.49,14.49,1.07,14.16,15
20260601B03,システム約定結果,最低落札価格（電源属地別）[円/kW・30分],0.91,4.01,0.39,0.43,0,0.39,0.39,0.38,2.71,0.38
20260601B03,システム約定結果,平均落札価格（電源属地別）[円/kW・30分],1.01,6.98,2.52,1.9,0,2.01,1.64,0.42,5.9,2.74
20260601B03,システム約定結果,最高落札価格（TSO別）[円/kW・30分],6.36,15,15,15,3.42,14.49,1.56,1.07,14.49,15
20260601B03,システム約定結果,最低落札価格（TSO別）[円/kW・30分],0.57,0.57,0.39,0.43,0.43,0.39,0.39,0.38,0.43,0.38
20260601B03,システム約定結果,平均落札価格（TSO別）[円/kW・30分],1.83,4.33,4.24,6.63,1.31,1.47,0.99,0.42,3.74,2.74
20260601B03,システム約定結果,落札量合計（TSO別）[MW],237,233.346,219.75,101.672,79,404.003,225.52,86,345,1931.291
