H,電力需給調整力取引所取引結果,対象年月,商品区分,ブロック数
P,速報値,202509,一次調整力,8
TT,取引情報,北海道,東北,東京,中部,北陸,関西,中国,四国,九州,合計
20250901B01,募集量（TSO別）[MW],8,86,513,0,49,177,204,51,196,1284
20250901B01,応札量合計（電源属地別）[MW],105.05,41.069,82.645,230.052,35,193.759,42.706,95,86.319,911.6
20250901B01,落札量合計（電源属地別）[MW],14,41.069,82.645,228.132,35,191.249,42.706,95,84.913,814.714
20250901B01,応札件数（電源属地別）[件],4,3,8,10,1,6,3,5,8,48
20250901B01,落札件数（電源属地別）[件],1,3,8,9,1,5,3,5,8,43
20250901B01,最高落札価格（電源属地別）[円/kW・30分],0.36,16.47,19.51,2.75,0.7,1.5,1.94,5.37,19.51,19.51
20250901B01,最低落札価格（電源属地別）[円/kW・30分],0.36,1.81,0.36,0.36,0.7,0.36,0.36,0.36,0.36,0.36
20250901B01,平均落札価格（電源属地別）[円/kW・30分],0.36,5.75,2.35,1.94,0.7,0.99,0.95,3.43,2.06,2.01
20250901B01,最高落札価格（TSO別）[円/kW・30分],0.36,16.47,19.51,0,2.75,2.56,5.37,5.3,19.51,19.51
20250901B01,最低落札価格（TSO別）[円/kW・30分],0.36,1.81,0.36,0,0.7,0.36,0.36,0.36,0.36,0.36
20250901B01,平均落札価格（TSO別）[円/kW・30分],0.36,5.75,2.35,0,1.24,1.04,1.79,1.96,2.49,2.01
20250901B01,落札量合計（TSO別）[MW],14,41.069,82.645,0,49,177,204,51,196,814.714
20250901B01,（内訳）自エリアからの落札量[MW],14,41.069,82.645,0,35,160.955,38.494,51,84.913,508.076
20250901B02,募集量（TSO別）[MW],16,82,480,0,62,164,194,54,219,1271
20250901B02,応札量合計（電源属地別）[MW],107.04,41.069,120.515,92.182,35,147.002,40.298,97,86.319,766.425
20250901B02,落札量合計（電源属地別）[MW],34,41.069,120.515,92.182,35,147.002,40.298,97,86.319,693.385
20250901B02,応札件数（電源属地別）[件],5,3,11,7,1,5,4,5,8,49
20250901B02,落札件数（電源属地別）[件],1,3,11,7,1,5,4,5,8,45
20250901B02,最高落札価格（電源属地別）[円/kW・30分],2.14,16.47,19.51,19.51,0.45,7.29,19.49,5.35,19.51,19.51
20250901B02,最低落札価格（電源属地別）[円/kW・30分],2.14,1.66,0.36,0.36,0.45,0.36,0.36,0.36,0.36,0.36
20250901B02,平均落札価格（電源属地別）[円/kW・30分],2.14,5.63,2.37,1.3,0.45,0.75,1.84,3.31,2.11,2.04
20250901B02,最高落札価格（TSO別）[円/kW・30分],2.14,16.47,19.51,0,19.51,7.29,19.49,5.17,19.51,19.51
20250901B02,最低落札価格（TSO別）[円/kW・30分],2.14,1.66,0.36,0,0.45,0.36,0.36,0.36,0.36,0.36
20250901B02,平均落札価格（TSO別）[円/kW・30分],2.14,5.63,2.37,0,1.44,0.82,2.23,2.04,2.06,2.04
