H,電力需給調整力取引所取引結果,対象年月,商品区分,ブロック数
P,速報値,202602,一次調整力,8
TT,取引情報,北海道,東北,東京,中部,北陸,関西,中国,四国,九州,合計
20260201B01,募集量（TSO別）[MW],6,131,311,33,69,215,219,49,235,1268
20260201B01,応札量合計（電源属地別）[MW],183.44,13.35,118.146,122.982,25,217.027,267.363,39.473,122.316,1109.097
20260201B01,落札量合計（電源属地別）[MW],27.1,13.35,118.146,120.983,25,200.865,267.363,39.473,122.316,934.596
20260201B01,応札件数（電源属地別）[件],7,2,22,12,1,9,7,4,12,76
20260201B01,落札件数（電源属地別）[件],4,2,22,11,1,8,7,4,12,71
20260201B01,最高落札価格（電源属地別）[円/kW・30分],4.5,19.51,19.51,19.3,1.51,19.51,2.42,18.53,19.51,19.51
20260201B01,最低落札価格（電源属地別）[円/kW・30分],2.45,2.36,0.36,1.65,1.51,0.36,0.36,1.13,0.36,0.36
20260201B01,平均落札価格（電源属地別）[円/kW・30分],3.3,4.09,6.59,3.32,1.51,2.31,1.85,9,3.4,3.31
20260201B01,最高落札価格（TSO別）[円/kW・30分],4.5,19.51,19.51,2,1.51,19.4,2.42,18.53,19.51,19.51
20260201B01,最低落札価格（TSO別）[円/kW・30分],2.45,2.36,0.36,1.65,1.51,0.36,0.36,0.36,0.36,0.36
20260201B01,平均落札価格（TSO別）[円/kW・30分],3.3,4.09,6.59,1.88,1.51,2.24,1.78,7.32,3.57,3.31
20260201B01,落札量合計（TSO別）[MW],27.1,13.35,118.146,33,25,215,219,49,235,934.596
20260201B01,（内訳）自エリアからの落札量[MW],27.1,13.35,118.146,33,25,190.01,219,39.473,122.316,787.395
20260201B02,募集量（TSO別）[MW],2,144,304,26,75,207,228,50,237,1273
20260201B02,応札量合計（電源属地別）[MW],167.74,38.52,131.299,82.049,35,226.773,270.163,37.543,116.902,1105.989
20260201B02,落札量合計（電源属地別）[MW],23,38.52,131.299,82.049,35,226.773,270.163,37.543,116.902,961.249
20260201B02,応札件数（電源属地別）[件],6,4,29,9,1,14,9,3,9,84
20260201B02,落札件数（電源属地別）[件],2,4,29,9,1,14,9,3,9,80
20260201B02,最高落札価格（電源属地別）[円/kW・30分],13.78,19.51,19.51,19.51,1.51,19.51,19.2,18.53,19.51,19.51
20260201B02,最低落札価格（電源属地別）[円/kW・30分],6,1.43,0.36,2.2,1.51,0.36,0.36,1.09,0.36,0.36
20260201B02,平均落札価格（電源属地別）[円/kW・30分],12.51,8.45,7.28,4.9,1.51,4.01,2.06,8.64,2.74,4.3
20260201B02,最高落札価格（TSO別）[円/kW・30分],13.78,19.51,19.51,2.81,1.51,19.51,2.47,19.51,19.51,19.51
20260201B02,最低落札価格（TSO別）[円/kW・30分],6,1.43,0.36,2.71,1.51,0.36,0.36,0.36,0.36,0.36
20260201B02,平均落札価格（TSO別）[円/kW・30分],12.51,8.45,7.28,2.73,1.51,3.41,1.84,7.7,4.2,4.3
20260201B02,落札量合計（TSO別）[MW],23,38.52,131.299,26,35,207,228,50,222.43,961.249
20260201B02,（内訳）自エリアからの落札量[MW],23,38.52,131.299,26,35,203.053,228,37.543,116.902,839.317
20260201B03,募集量（TSO別）[MW],9,219,504,182,92,288,239,69,252,1854
20260201B03,応札量合計（電源属地別）[MW],191.74,72.52,81.867,83.075,84,226.773,270.163,39.473,20.816,1070.427
20260201B03,落札量合計（電源属地別）[MW],63.1,72.52,81.867,83.075,84,226.773,270.163,39.473,20.816,941.787
20260201B03,応札件数（電源属地別）[件],8,6,30,12,2,14,9,4,8,93
20260201B03,落札件数（電源属地別）[件],6,6,30,12,2,14,9,4,8,91
20260201B03,最高落札価格（電源属地別）[円/kW・30分],15.9,19.51,19.51,19.51,1.81,19.51,19.51,19.49,19.51,19.51
20260201B03,最低落札価格（電源属地別）[円/kW・30分],9.13,1.43,0.36,2.23,1.62,0.36,1.3,1.56,1.05,0.36
20260201B03,平均落札価格（電源属地別）[円/kW・30分],13.28,5.4,11.29,6.16,1.73,4.09,3.11,9.85,10.62,5.51
20260201B03,最高落札価格（TSO別）[円/kW・30分],15.9,19.51,19.51,19.51,1.81,19.51,3.54,19.49,19.51,19.51
20260201B03,最低落札価格（TSO別）[円/kW・30分],9.13,1.43,0.36,2.23,1.62,0.36,1.3,1.4,1.05,0.36
20260201B03,平均落札価格（TSO別）[円/kW・30分],13.28,5.4,11.29,6.16,1.73,4.22,2.91,8.58,10.62,5.51
20260201B03,落札量合計（TSO別）[MW],63.1,72.52,81.867,83.075,84,249.936,239,47.473,20.816,941.787
20260201B03,（内訳）自エリアからの落札量[MW],63.1,72.52,81.867,83.075,84,226.773,239,39.473,20.816,910.624
20260201B04,募集量（TSO別）[MW],13,231,378,0,92,284,234,75,291,1598
20260201B04,応札量合計（電源属地別）[MW],215.54,59.17,77.521,17.671,60,226.06,270.163,68.543,27.944,1022.612
20260201B04,落札量合計（電源属地別）[MW],73,59.17,77.521,17.671,60,226.06,270.163,68.543,27.944,880.072
20260201B04,応札件数（電源属地別）[件],9,4,28,9,2,14,9,4,12,91
20260201B04,落札件数（電源属地別）[件],5,4,28,9,2,14,9,4,12,87
20260201B04,最高落札価格（電源属地別）[円/kW・30分],14.45,17.54,19.51,19.51,0.35,19.51,19.51,19.49,19.51,19.51
20260201B04,最低落札価格（電源属地別）[円/kW・30分],6.2,1.43,0.36,18.99,0.35,0.36,0.36,0.96,0.36,0.35
20260201B04,平均落札価格（電源属地別）[円/kW・30分],12.03,6.03,10.63,19.15,0.35,4.13,1.3,7.34,12.62,5.18
20260201B04,最高落札価格（TSO別）[円/kW・30分],14.45,17.54,19.51,0,0.35,19.51,19.51,19.49,19.51,19.51
20260201B04,最低落札価格（TSO別）[円/kW・30分],6.2,1.43,0.36,0,0.35,0.36,0.36,0.96,0.36,0.35
20260201B04,平均落札価格（TSO別）[円/kW・30分],12.03,6.03,10.63,0,0.35,4.74,1.19,7.34,12.89,5.18
20260201B04,落札量合計（TSO別）[MW],73,59.17,77.521,0,60,278.731,234,68.543,29.107,880.072
20260201B04,（内訳）自エリアからの落札量[MW],73,59.17,77.521,0,60,226.06,234,68.543,27.944,826.238
20260201B05,募集量（TSO別）[MW],13,194,247,0,88,246,206,76,259,1329
20260201B05,応札量合計（電源属地別）[MW],177.74,48.52,85.267,15.672,60,207.815,270.163,71.543,26.459,963.179
20260201B05,落札量合計（電源属地別）[MW],29,48.52,85.267,15.672,60,207.815,270.163,71.543,26.459,814.439
20260201B05,応札件数（電源属地別）[件],7,4,32,8,2,11,9,5,11,89
20260201B05,落札件数（電源属地別）[件],2,4,32,8,2,11,9,5,11,84
20260201B05,最高落札価格（電源属地別）[円/kW・30分],0.37,19.51,19.51,19.51,0.35,19.51,19.51,19.51,19.51,19.51
20260201B05,最低落札価格（電源属地別）[円/kW・30分],0.36,1.43,0.36,18.99,0.35,0.36,0.36,1.21,0.36,0.35
20260201B05,平均落札価格（電源属地別）[円/kW・30分],0.36,7.11,11.43,19.11,0.35,2.74,0.68,8.16,12.23,4.07
20260201B05,最高落札価格（TSO別）[円/kW・30分],0.37,19.51,19.51,0,0.35,19.51,0.56,19.51,19.51,19.51
20260201B05,最低落札価格（TSO別）[円/kW・30分],0.36,1.43,0.36,0,0.35,0.36,0.36,0.56,0.36,0.35
20260201B05,平均落札価格（TSO別）[円/kW・30分],0.36,7.11,11.43,0,0.35,3.57,0.49,7.71,6.19,4.07
20260201B05,落札量合計（TSO別）[MW],29,48.52,85.267,0,60,246,206,76,63.652,814.439
20260201B05,（内訳）自エリアからの落札量[MW],29,48.52,85.267,0,60,207.815,206,71.543,26.459,734.604
20260201B06,募集量（TSO別）[MW],27,201,490,121,96,280,245,68,269,1797
20260201B06,応札量合計（電源属地別）[MW],234.74,60.52,99.537,15.672,60,177.478,270.163,73.473,27.944,1019.527
20260201B06,落札量合計（電源属地別）[MW],46,60.52,99.537,15.672,60,177.478,270.163,73.473,27.944,830.787
20260201B06,応札件数（電源属地別）[件],8,5,33,8,2,12,9,6,12,95
20260201B06,落札件数（電源属地別）[件],2,5,33,8,2,12,9,6,12,89
20260201B06,最高落札価格（電源属地別）[円/kW・30分],3.79,19.51,19.51,19.51,1.81,19.51,19.51,19.49,19.51,19.51
20260201B06,最低落札価格（電源属地別）[円/kW・30分],0.36,1.43,0.36,18.99,1.8,0.36,0.65,1.41,1.04,0.36
20260201B06,平均落札価格（電源属地別）[円/kW・30分],2.37,5.81,10.32,19.11,1.81,3.21,2.03,5.9,12.91,4.59
20260201B06,最高落札価格（TSO別）[円/kW・30分],3.79,19.51,19.51,19.51,1.81,19.51,2.31,19.49,19.51,19.51
20260201B06,最低落札価格（TSO別）[円/kW・30分],0.36,1.43,0.36,18.99,1.8,0.36,0.36,1.41,0.69,0.36
20260201B06,平均落札価格（TSO別）[円/kW・30分],2.37,5.81,10.32,19.11,1.81,3.27,1.78,6.14,11.74,4.59
20260201B06,落札量合計（TSO別）[MW],46,60.52,99.537,15.672,60,202.102,245,68,33.956,830.787
20260201B06,（内訳）自エリアからの落札量[MW],46,60.52,99.537,15.672,60,172.686,235.208,68,27.944,785.567
20260201B07,募集量（TSO別）[MW],18,182,464,203,103,273,241,54,195,1733
