H,電力需給調整力取引所取引結果,対象年月,商品区分,ブロック数
P,確報値,202512,一次調整力,8
TT,調達区分,取引情報,北海道,東北,東京,中部,北陸,関西,中国,四国,九州,合計
20251201B01,システム約定結果,募集量（TSO別）[MW],8,110,258,122,70,278,223,52,172,1293
20251201B01,システム約定結果,応札量合計（電源属地別）[MW],144.75,32.02,107.497,171.242,25,149.527,137.89,60,51.907,879.833
20251201B01,システム約定結果,落札量合計（電源属地別）[MW],25,32.02,107.497,171.242,25,149.527,137.89,53.057,51.907,753.14
20251201B01,システム約定結果,応札件数（電源属地別）[件],5,3,15,12,1,5,4,5,8,58
20251201B01,システム約定結果,落札件数（電源属地別）[件],1,3,15,12,1,5,4,5,8,54
20251201B01,システム約定結果,最高落札価格（電源属地別）[円/kW・30分],4.27,19.51,19.51,19.51,1.94,8.37,1.14,6.67,19.51,19.51
20251201B01,システム約定結果,最低落札価格（電源属地別）[円/kW・30分],4.27,4.53,0.36,1.16,1.94,0.36,0.36,0.36,0.36,0.36
20251201B01,システム約定結果,平均落札価格（電源属地別）[円/kW・30分],4.27,9.14,4.18,3.56,1.94,0.82,0.92,3.44,4.01,2.85
20251201B01,システム約定結果,最高落札価格（TSO別）[円/kW・30分],4.27,19.51,19.51,7.65,1.94,19.51,1.14,6.67,19.51,19.51
20251201B01,システム約定結果,最低落札価格（TSO別）[円/kW・30分],4.27,4.53,0.36,1.16,1.94,0.36,0.36,0.36,0.36,0.36
20251201B01,システム約定結果,平均落札価格（TSO別）[円/kW・30分],4.27,9.14,4.18,2.89,1.94,1.91,0.91,3.5,3.91,2.85
20251201B01,システム約定結果,落札量合計（TSO別）[MW],25,32.02,107.497,122,25,198.826,136.89,52,53.907,753.14
20251201B01,システム約定結果,（内訳）自エリアからの落札量[MW],25,32.02,107.497,122,25,149.527,135.89,52,51.907,700.841
20251201B01,追加調達結果,募集量（TSO別）[MW],-,-,-,-,-,-,-,-,-,-
20251201B01,追加調達結果,応札量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20251201B01,追加調達結果,約定量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20251201B01,追加調達結果,応札件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20251201B01,追加調達結果,約定件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20251201B01,追加調達結果,最高約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20251201B01,追加調達結果,最低約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20251201B01,追加調達結果,平均約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20251201B01,追加調達結果,最高約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20251201B01,追加調達結果,最低約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20251201B01,追加調達結果,平均約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20251201B01,追加調達結果,約定量合計（TSO別）[MW],0,0,0,0,0,0,0,0,0,0
20251201B01,追加調達結果,（内訳）自エリアからの約定量[MW],0,0,0,0,0,0,0,0,0,0
20251201B01,合計（確報値）,募集量（TSO別）[MW],8,110,258,122,70,278,223,52,172,1293
20251201B01,合計（確報値）,応札量合計（電源属地別）[MW],169.75,32.02,107.497,311.704,50,149.527,137.89,60,51.907,1070.295
20251201B01,合計（確報値）,約定量合計（電源属地別）[MW],25,32.02,107.497,171.242,25,149.527,137.89,53.057,51.907,753.14
20251201B01,合計（確報値）,応札件数（電源属地別）[件],7,3,15,25,2,5,4,5,8,74
20251201B01,合計（確報値）,約定件数（電源属地別）[件],2,3,15,17,1,5,4,5,8,60
