H,電力需給調整力取引所取引結果,対象年月,商品区分,ブロック数
P,確報値,202511,三次調整力1,8
TT,調達区分,取引情報,北海道,東北,東京,中部,北陸,関西,中国,四国,九州,合計
20251101B01,システム約定結果,募集量（TSO別）[MW],36,40,290,0,77,0,0,86,24,553
20251101B01,システム約定結果,応札量合計（電源属地別）[MW],200.79,420,958.66,0,86,829.6,324.157,125,447,3391.207
20251101B01,システム約定結果,落札量合計（電源属地別）[MW],55,381,341.6,0,86,214.6,138.101,52,33,1301.301
20251101B01,システム約定結果,応札件数（電源属地別）[件],6,2,16,0,1,5,5,7,3,45
20251101B01,システム約定結果,落札件数（電源属地別）[件],1,2,14,0,1,4,4,5,2,33
20251101B01,システム約定結果,最高落札価格（電源属地別）[円/kW・30分],1.1,3.44,2.09,0,1.66,8.43,1.52,6.56,0.36,8.43
20251101B01,システム約定結果,最低落札価格（電源属地別）[円/kW・30分],1.1,1.85,1.92,0,1.66,0.61,0.36,0.36,0.36,0.36
20251101B01,システム約定結果,平均落札価格（電源属地別）[円/kW・30分],1.1,2.83,1.98,0,1.66,5.99,1.18,1.2,0.36,2.67
20251101B01,システム約定結果,最高落札価格（TSO別）[円/kW・30分],1.1,3.44,2.09,0,1.66,8.43,1.52,8.43,0.36,8.43
20251101B01,システム約定結果,最低落札価格（TSO別）[円/kW・30分],1.1,1.85,1.92,0,1.66,0.61,0.36,0.36,0.36,0.36
20251101B01,システム約定結果,平均落札価格（TSO別）[円/kW・30分],1.1,2.83,1.98,0,1.66,5.38,1.18,4.47,0.36,2.67
20251101B01,システム約定結果,落札量合計（TSO別）[MW],55,381,341.6,0,86,171.62,138.081,95,33,1301.301
20251101B01,システム約定結果,（内訳）自エリアからの落札量[MW],55,381,341.6,0,86,171.62,138.081,52,33,1258.301
20251101B01,追加調達結果,募集量（TSO別）[MW],-,-,-,-,-,-,-,-,-,-
20251101B01,追加調達結果,応札量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20251101B01,追加調達結果,約定量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20251101B01,追加調達結果,応札件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20251101B01,追加調達結果,約定件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20251101B01,追加調達結果,最高約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20251101B01,追加調達結果,最低約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20251101B01,追加調達結果,平均約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20251101B01,追加調達結果,最高約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20251101B01,追加調達結果,最低約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20251101B01,追加調達結果,平均約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20251101B01,追加調達結果,約定量合計（TSO別）[MW],0,0,0,0,0,0,0,0,0,0
20251101B01,追加調達結果,（内訳）自エリアからの約定量[MW],0,0,0,0,0,0,0,0,0,0
