H,電力需給調整力取引所取引結果,対象年月,商品区分,ブロック数
P,確報値,202607,一次調整力,48
TT,調達区分,取引情報,北海道,東北,東京,中部,北陸,関西,中国,四国,九州,合計
20260701B01,システム約定結果,募集量（TSO別）[MW],60,82,436,53,53,138,140,40,165,1167
20260701B01,システム約定結果,応札量合計（電源属地別）[MW],120.09,54.917,377.931,85.671,80.93,84.052,192.521,174.93,148.958,1320
20260701B01,システム約定結果,落札量合計（電源属地別）[MW],110,54.917,377.931,56.343,80.93,74.227,192.521,42,144.979,1133.848
20260701B01,システム約定結果,応札件数（電源属地別）[件],7,9,45,25,4,13,8,7,23,141
20260701B01,システム約定結果,落札件数（電源属地別）[件],4,9,45,14,4,8,8,4,21,117
20260701B01,システム約定結果,最高落札価格（電源属地別）[円/kW・30分],8.4,15,15,13,11.9,11.89,12.59,1.9,12,15
20260701B01,システム約定結果,最低落札価格（電源属地別）[円/kW・30分],1.01,5.59,0.39,3.02,0.39,1.38,0.39,1.57,0.39,0.39
20260701B01,システム約定結果,平均落札価格（電源属地別）[円/kW・30分],2.73,9.12,3.5,5.31,0.66,4.31,1.56,1.62,3.21,3.2
20260701B01,システム約定結果,最高落札価格（TSO別）[円/kW・30分],8.4,15,15,13,0.39,11.9,2.13,1.9,12.59,15
20260701B01,システム約定結果,最低落札価格（TSO別）[円/kW・30分],1.01,5.59,0.39,3.02,0.39,0.39,0.39,1.57,0.39,0.39
20260701B01,システム約定結果,平均落札価格（TSO別）[円/kW・30分],2.73,9.12,3.5,5.38,0.39,3.22,1.23,1.62,3.13,3.2
20260701B01,システム約定結果,落札量合計（TSO別）[MW],110,54.917,377.931,53,53,138,140,42,165,1133.848
20260701B01,システム約定結果,（内訳）自エリアからの落札量[MW],110,54.917,377.931,53,53,74.227,140,42,144.979,1050.054
20260701B01,追加調達結果,募集量（TSO別）[MW],-,-,-,-,-,-,-,-,-,-
20260701B01,追加調達結果,応札量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20260701B01,追加調達結果,約定量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20260701B01,追加調達結果,応札件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20260701B01,追加調達結果,約定件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20260701B01,追加調達結果,最高約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20260701B01,追加調達結果,最低約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20260701B01,追加調達結果,平均約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20260701B01,追加調達結果,最高約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20260701B01,追加調達結果,最低約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20260701B01,追加調達結果,平均約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20260701B01,追加調達結果,約定量合計（TSO別）[MW],0,0,0,0,0,0,0,0,0,0
20260701B01,追加調達結果,（内訳）自エリアからの約定量[MW],0,0,0,0,0,0,0,0,0,0
20260701B01,合計（確報値）,募集量（TSO別）[MW],60,82,436,53,53,138,140,40,165,1167
20260701B01,合計（確報値）,応札量合計（電源属地別）[MW],120.09,54.917,377.931,85.671,80.93,84.052,192.521,174.93,148.958,1320
20260701B01,合計（確報値）,約定量合計（電源属地別）[MW],110,54.917,376.018,56.343,80.93,74.227,192.521,42,144.979,1131.935
20260701B01,合計（確報値）,応札件数（電源属地別）[件],7,9,45,25,4,13,8,7,23,141
20260701B01,合計（確報値）,約定件数（電源属地別）[件],4,9,44,14,4,8,8,4,21,116
20260701B01,合計（確報値）,最高約定価格（電源属地別）[円/kW・30分],8.4,15,15,13,11.9,11.89,12.59,1.9,12,15
20260701B01,合計（確報値）,最低約定価格（電源属地別）[円/kW・30分],1.01,5.59,0.39,3.02,0.39,1.38,0.39,1.57,0.39,0.39
20260701B01,合計（確報値）,平均約定価格（電源属地別）[円/kW・30分],2.73,9.12,3.46,5.31,0.66,4.31,1.56,1.62,3.21,3.19
20260701B01,合計（確報値）,最高約定価格（TSO別）[円/kW・30分],8.4,15,15,13,0.39,11.9,2.13,1.9,12.59,15
20260701B01,合計（確報値）,最低約定価格（TSO別）[円/kW・30分],1.01,5.59,0.39,3.02,0.39,0.39,0.39,1.57,0.39,0.39
20260701B01,合計（確報値）,平均約定価格（TSO別）[円/kW・30分],2.73,9.12,3.46,5.38,0.39,3.22,1.23,1.62,3.13,3.19
20260701B01,合計（確報値）,約定量合計（TSO別）[MW],110,54.917,376.018,53,53,138,140,42,165,1131.935
20260701B01,合計（確報値）,（内訳）自エリアからの約定量[MW],110,54.917,376.018,53,53,74.227,140,42,144.979,1048.141
20260701B02,システム約定結果,募集量（TSO別）[MW],60,82,436,53,53,138,140,40,165,1167
20260701B02,システム約定結果,応札量合計（電源属地別）[MW],140.36,64.845,493.494,107.271,80.93,84.052,200.463,174.93,150.947,1497.292
20260701B02,システム約定結果,落札量合計（電源属地別）[MW],110,49.634,468.366,71.575,79,72.267,186.574,42,139.584,1219
20260701B02,システム約定結果,応札件数（電源属地別）[件],8,14,49,36,4,13,12,7,24,167
20260701B02,システム約定結果,落札件数（電源属地別）[件],4,6,36,22,3,7,5,4,18,105
20260701B02,システム約定結果,最高落札価格（電源属地別）[円/kW・30分],7.9,15,14.99,10,0.39,10,2.13,1.8,10,15
20260701B02,システム約定結果,最低落札価格（電源属地別）[円/kW・30分],1.01,5.69,0.39,1.25,0.39,1.29,0.39,1.75,0.39,0.39
20260701B02,システム約定結果,平均落札価格（電源属地別）[円/kW・30分],2.63,8.54,3.31,5.69,0.39,3.62,1.33,1.78,2.1,2.93
20260701B02,システム約定結果,最高落札価格（TSO別）[円/kW・30分],7.9,15,14.99,10,0.39,10,2.13,1.8,10,15
20260701B02,システム約定結果,最低落札価格（TSO別）[円/kW・30分],1.01,0.39,0.39,1.25,0.39,0.39,0.39,1.75,0.39,0.39
20260701B02,システム約定結果,平均落札価格（TSO別）[円/kW・30分],2.63,6.85,3.24,4.3,0.39,3.5,1.31,1.78,1.98,2.93
20260701B02,システム約定結果,落札量合計（TSO別）[MW],110,82,436,53,53,138,140,42,165,1219
20260701B02,システム約定結果,（内訳）自エリアからの落札量[MW],110,49.634,436,53,53,72.267,140,42,139.584,1095.485
20260701B02,追加調達結果,募集量（TSO別）[MW],-,-,-,-,-,-,-,-,-,-
20260701B02,追加調達結果,応札量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20260701B02,追加調達結果,約定量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20260701B02,追加調達結果,応札件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20260701B02,追加調達結果,約定件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20260701B02,追加調達結果,最高約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20260701B02,追加調達結果,最低約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20260701B02,追加調達結果,平均約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
