H,電力需給調整力取引所取引結果,対象年月,商品区分,ブロック数
P,速報値,202511,一次オフライン,8
TT,取引情報,北海道,東北,東京,中部,北陸,関西,中国,四国,九州,合計
20251101B01,募集量（TSO別）[MW],40,81,162,128,45,179,157,17,125,934
20251101B01,応札量合計（電源属地別）[MW],1.99,1.35,11.354,0,0,1.94,0,0,4.728,21.362
20251101B01,落札量合計（電源属地別）[MW],0,1.35,11.354,0,0,1.94,0,0,4.728,19.372
20251101B01,応札件数（電源属地別）[件],1,1,6,0,0,1,0,0,3,12
20251101B01,落札件数（電源属地別）[件],0,1,6,0,0,1,0,0,3,11
20251101B01,最高落札価格（電源属地別）[円/kW・30分],0,19.51,19.51,0,0,19.49,0,0,19.51,19.51
20251101B01,最低落札価格（電源属地別）[円/kW・30分],0,19.51,9.26,0,0,19.49,0,0,19,9.26
20251101B01,平均落札価格（電源属地別）[円/kW・30分],0,19.51,15.3,0,0,19.49,0,0,19.37,17.01
20251101B01,最高落札価格（TSO別）[円/kW・30分],0,19.51,19.51,0,0,19.49,0,0,19.51,19.51
20251101B01,最低落札価格（TSO別）[円/kW・30分],0,19.51,9.26,0,0,19.49,0,0,19,9.26
20251101B01,平均落札価格（TSO別）[円/kW・30分],0,19.51,15.3,0,0,19.49,0,0,19.37,17.01
20251101B01,落札量合計（TSO別）[MW],0,1.35,11.354,0,0,1.94,0,0,4.728,19.372
20251101B01,（内訳）自エリアからの落札量[MW],0,1.35,11.354,0,0,1.94,0,0,4.728,19.372
20251101B02,募集量（TSO別）[MW],37,78,159,132,45,168,157,18,130,924
20251101B02,応札量合計（電源属地別）[MW],0,1.35,13.304,3.938,0,1.94,1.8,0,6.718,29.05
20251101B02,落札量合計（電源属地別）[MW],0,1.35,13.304,3.938,0,1.94,1.8,0,6.718,29.05
20251101B02,応札件数（電源属地別）[件],0,1,7,2,0,1,1,0,4,16
20251101B02,落札件数（電源属地別）[件],0,1,7,2,0,1,1,0,4,16
20251101B02,最高落札価格（電源属地別）[円/kW・30分],0,19.51,19.51,19.47,0,19.49,19.49,0,19.51,19.51
20251101B02,最低落札価格（電源属地別）[円/kW・30分],0,19.51,0.73,19.47,0,19.49,19.49,0,19,0.73
20251101B02,平均落札価格（電源属地別）[円/kW・30分],0,19.51,13.17,19.47,0,19.49,19.49,0,19.41,16.57
20251101B02,最高落札価格（TSO別）[円/kW・30分],0,19.51,19.51,19.47,0,19.49,19.49,0,19.51,19.51
20251101B02,最低落札価格（TSO別）[円/kW・30分],0,19.51,0.73,19.47,0,19.49,19.49,0,19,0.73
20251101B02,平均落札価格（TSO別）[円/kW・30分],0,19.51,13.17,19.47,0,19.49,19.49,0,19.41,16.57
20251101B02,落札量合計（TSO別）[MW],0,1.35,13.304,3.938,0,1.94,1.8,0,6.718,29.05
20251101B02,（内訳）自エリアからの落札量[MW],0,1.35,13.304,3.938,0,1.94,1.8,0,6.718,29.05
20251101B03,募集量（TSO別）[MW],43,134,236,161,58,220,166,28,138,1184
20251101B03,応札量合計（電源属地別）[MW],1.99,1.35,10.166,3.938,0,1.94,1.8,0,8.642,29.826
20251101B03,落札量合計（電源属地別）[MW],1.99,1.35,10.166,3.938,0,1.94,1.8,0,8.642,29.826
20251101B03,応札件数（電源属地別）[件],1,1,8,2,0,1,1,0,5,19
20251101B03,落札件数（電源属地別）[件],1,1,8,2,0,1,1,0,5,19
20251101B03,最高落札価格（電源属地別）[円/kW・30分],18.5,19.51,19.5,19.47,0,19.51,19.51,0,19.51,19.51
20251101B03,最低落札価格（電源属地別）[円/kW・30分],18.5,19.51,19.5,19.47,0,19.51,19.51,0,19,18.5
20251101B03,平均落札価格（電源属地別）[円/kW・30分],18.5,19.51,19.5,19.47,0,19.51,19.51,0,19.43,19.41
20251101B03,最高落札価格（TSO別）[円/kW・30分],18.5,19.51,19.5,19.47,0,19.51,19.51,0,19.51,19.51
20251101B03,最低落札価格（TSO別）[円/kW・30分],18.5,19.51,19.5,19.47,0,19.51,19.51,0,19,18.5
20251101B03,平均落札価格（TSO別）[円/kW・30分],18.5,19.51,19.5,19.47,0,19.51,19.51,0,19.43,19.41
20251101B03,落札量合計（TSO別）[MW],1.99,1.35,10.166,3.938,0,1.94,1.8,0,8.642,29.826
20251101B03,（内訳）自エリアからの落札量[MW],1.99,1.35,10.166,3.938,0,1.94,1.8,0,8.642,29.826
20251101B04,募集量（TSO別）[MW],51,193,216,183,62,233,177,40,162,1317
20251101B04,応札量合計（電源属地別）[MW],1.99,0,24.99,5.858,0,0,0,0,11.03,43.868
20251101B04,落札量合計（電源属地別）[MW],0,0,24.99,5.858,0,0,0,0,11.03,41.878
20251101B04,応札件数（電源属地別）[件],1,0,16,3,0,0,0,0,6,26
20251101B04,落札件数（電源属地別）[件],0,0,16,3,0,0,0,0,6,25
20251101B04,最高落札価格（電源属地別）[円/kW・30分],0,0,19.51,19.51,0,0,0,0,19.51,19.51
20251101B04,最低落札価格（電源属地別）[円/kW・30分],0,0,0.73,19.47,0,0,0,0,19,0.73
20251101B04,平均落札価格（電源属地別）[円/kW・30分],0,0,16.13,19.48,0,0,0,0,19.44,17.47
