H,電力需給調整力取引所取引結果,対象年月,商品区分,ブロック数
P,確報値,202512,一次オフライン,8
TT,調達区分,取引情報,北海道,東北,東京,中部,北陸,関西,中国,四国,九州,合計
20251201B01,システム約定結果,募集量（TSO別）[MW],40,83,170,126,46,178,159,16,127,945
20251201B01,システム約定結果,応札量合計（電源属地別）[MW],0,1.35,17.194,3.78,0,0,0,0,8.907,31.231
20251201B01,システム約定結果,落札量合計（電源属地別）[MW],0,1.35,17.194,3.78,0,0,0,0,8.907,31.231
20251201B01,システム約定結果,応札件数（電源属地別）[件],0,1,9,2,0,0,0,0,5,17
20251201B01,システム約定結果,落札件数（電源属地別）[件],0,1,9,2,0,0,0,0,5,17
20251201B01,システム約定結果,最高落札価格（電源属地別）[円/kW・30分],0,19.51,19.51,19.51,0,0,0,0,19.51,19.51
20251201B01,システム約定結果,最低落札価格（電源属地別）[円/kW・30分],0,19.51,9.26,19.49,0,0,0,0,19,9.26
20251201B01,システム約定結果,平均落札価格（電源属地別）[円/kW・30分],0,19.51,16.73,19.5,0,0,0,0,19.39,17.95
20251201B01,システム約定結果,最高落札価格（TSO別）[円/kW・30分],0,19.51,19.51,0,0,19.51,0,0,19.51,19.51
20251201B01,システム約定結果,最低落札価格（TSO別）[円/kW・30分],0,19.51,9.26,0,0,19.49,0,0,19,9.26
20251201B01,システム約定結果,平均落札価格（TSO別）[円/kW・30分],0,19.51,16.73,0,0,19.5,0,0,19.39,17.95
20251201B01,システム約定結果,落札量合計（TSO別）[MW],0,1.35,17.194,0,0,3.78,0,0,8.907,31.231
20251201B01,システム約定結果,（内訳）自エリアからの落札量[MW],0,1.35,17.194,0,0,0,0,0,8.907,27.451
20251201B01,追加調達結果,募集量（TSO別）[MW],-,-,-,-,-,-,-,-,-,-
20251201B01,追加調達結果,応札量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20251201B01,追加調達結果,約定量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20251201B01,追加調達結果,応札件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20251201B01,追加調達結果,約定件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20251201B01,追加調達結果,最高約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20251201B01,追加調達結果,最低約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20251201B01,追加調達結果,平均約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20251201B01,追加調達結果,最高約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20251201B01,追加調達結果,最低約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20251201B01,追加調達結果,平均約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20251201B01,追加調達結果,約定量合計（TSO別）[MW],0,0,0,0,0,0,0,0,0,0
20251201B01,追加調達結果,（内訳）自エリアからの約定量[MW],0,0,0,0,0,0,0,0,0,0
20251201B01,合計（確報値）,募集量（TSO別）[MW],40,83,170,126,46,178,159,16,127,945
20251201B01,合計（確報値）,応札量合計（電源属地別）[MW],0,1.35,17.194,3.78,0,0,0,0,8.907,31.231
20251201B01,合計（確報値）,約定量合計（電源属地別）[MW],0,1.35,17.194,3.78,0,0,0,0,8.907,31.231
20251201B01,合計（確報値）,応札件数（電源属地別）[件],0,1,9,2,0,0,0,0,5,17
20251201B01,合計（確報値）,約定件数（電源属地別）[件],0,1,9,2,0,0,0,0,5,17
20251201B01,合計（確報値）,最高約定価格（電源属地別）[円/kW・30分],0,19.51,19.51,19.51,0,0,0,0,19.51,19.51
20251201B01,合計（確報値）,最低約定価格（電源属地別）[円/kW・30分],0,19.51,9.26,19.49,0,0,0,0,19,9.26
20251201B01,合計（確報値）,平均約定価格（電源属地別）[円/kW・30分],0,19.51,16.73,19.5,0,0,0,0,19.39,17.95
20251201B01,合計（確報値）,最高約定価格（TSO別）[円/kW・30分],0,19.51,19.51,0,0,19.51,0,0,19.51,19.51
