H,電力需給調整力取引所取引結果,対象年月,商品区分,ブロック数
P,確報値,202508,一次オフライン,8
TT,調達区分,取引情報,北海道,東北,東京,中部,北陸,関西,中国,四国,九州,合計
20250801B01,システム約定結果,募集量（TSO別）[MW],38,72,174,134,45,174,160,17,127,941
20250801B01,システム約定結果,応札量合計（電源属地別）[MW],1.99,0,5.48,1.92,0,0,0,0,7.308,16.698
20250801B01,システム約定結果,落札量合計（電源属地別）[MW],0,0,5.48,1.92,0,0,0,0,7.308,14.708
20250801B01,システム約定結果,応札件数（電源属地別）[件],1,0,3,1,0,0,0,0,4,9
20250801B01,システム約定結果,落札件数（電源属地別）[件],0,0,3,1,0,0,0,0,4,8
20250801B01,システム約定結果,最高落札価格（電源属地別）[円/kW・30分],0,0,19.51,19.51,0,0,0,0,19.51,19.51
20250801B01,システム約定結果,最低落札価格（電源属地別）[円/kW・30分],0,0,9.26,19.51,0,0,0,0,19,9.26
20250801B01,システム約定結果,平均落札価格（電源属地別）[円/kW・30分],0,0,13.52,19.51,0,0,0,0,19.37,17.21
20250801B01,システム約定結果,最高落札価格（TSO別）[円/kW・30分],0,0,19.51,0,0,19.51,0,0,19.51,19.51
20250801B01,システム約定結果,最低落札価格（TSO別）[円/kW・30分],0,0,9.26,0,0,19.51,0,0,19,9.26
20250801B01,システム約定結果,平均落札価格（TSO別）[円/kW・30分],0,0,13.52,0,0,19.51,0,0,19.37,17.21
20250801B01,システム約定結果,落札量合計（TSO別）[MW],0,0,5.48,0,0,1.92,0,0,7.308,14.708
20250801B01,システム約定結果,（内訳）自エリアからの落札量[MW],0,0,5.48,0,0,0,0,0,7.308,12.788
20250801B01,追加調達結果,募集量（TSO別）[MW],-,-,-,-,-,-,-,-,-,-
20250801B01,追加調達結果,応札量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20250801B01,追加調達結果,約定量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20250801B01,追加調達結果,応札件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20250801B01,追加調達結果,約定件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20250801B01,追加調達結果,最高約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250801B01,追加調達結果,最低約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250801B01,追加調達結果,平均約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250801B01,追加調達結果,最高約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250801B01,追加調達結果,最低約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250801B01,追加調達結果,平均約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250801B01,追加調達結果,約定量合計（TSO別）[MW],0,0,0,0,0,0,0,0,0,0
20250801B01,追加調達結果,（内訳）自エリアからの約定量[MW],0,0,0,0,0,0,0,0,0,0
20250801B01,合計（確報値）,募集量（TSO別）[MW],38,72,174,134,45,174,160,17,127,941
20250801B01,合計（確報値）,応札量合計（電源属地別）[MW],1.99,0,5.48,1.92,0,0,0,0,7.308,16.698
20250801B01,合計（確報値）,約定量合計（電源属地別）[MW],0,0,5.48,1.92,0,0,0,0,7.308,14.708
20250801B01,合計（確報値）,応札件数（電源属地別）[件],1,0,3,1,0,0,0,0,4,9
20250801B01,合計（確報値）,約定件数（電源属地別）[件],0,0,3,1,0,0,0,0,4,8
20250801B01,合計（確報値）,最高約定価格（電源属地別）[円/kW・30分],0,0,19.51,19.51,0,0,0,0,19.51,19.51
20250801B01,合計（確報値）,最低約定価格（電源属地別）[円/kW・30分],0,0,9.26,19.51,0,0,0,0,19,9.26
20250801B01,合計（確報値）,平均約定価格（電源属地別）[円/kW・30分],0,0,13.52,19.51,0,0,0,0,19.37,17.21
20250801B01,合計（確報値）,最高約定価格（TSO別）[円/kW・30分],0,0,19.51,0,0,19.51,0,0,19.51,19.51
20250801B01,合計（確報値）,最低約定価格（TSO別）[円/kW・30分],0,0,9.26,0,0,19.51,0,0,19,9.26
20250801B01,合計（確報値）,平均約定価格（TSO別）[円/kW・30分],0,0,13.52,0,0,19.51,0,0,19.37,17.21
20250801B01,合計（確報値）,約定量合計（TSO別）[MW],0,0,5.48,0,0,1.92,0,0,7.308,14.708
20250801B01,合計（確報値）,（内訳）自エリアからの約定量[MW],0,0,5.48,0,0,0,0,0,7.308,12.788
20250801B02,システム約定結果,募集量（TSO別）[MW],42,72,161,138,46,171,158,17,131,936
20250801B02,システム約定結果,応札量合計（電源属地別）[MW],1.99,0,5.48,1.92,0,0,1.8,0,7.308,18.498
20250801B02,システム約定結果,落札量合計（電源属地別）[MW],0,0,5.48,1.92,0,0,1.8,0,7.308,16.508
20250801B02,システム約定結果,応札件数（電源属地別）[件],1,0,3,1,0,0,1,0,4,10
20250801B02,システム約定結果,落札件数（電源属地別）[件],0,0,3,1,0,0,1,0,4,9
20250801B02,システム約定結果,最高落札価格（電源属地別）[円/kW・30分],0,0,19.51,19.51,0,0,19.51,0,19.51,19.51
20250801B02,システム約定結果,最低落札価格（電源属地別）[円/kW・30分],0,0,9.26,19.51,0,0,19.51,0,19,9.26
20250801B02,システム約定結果,平均落札価格（電源属地別）[円/kW・30分],0,0,13.52,19.51,0,0,19.51,0,19.37,17.46
20250801B02,システム約定結果,最高落札価格（TSO別）[円/kW・30分],0,0,19.51,0,19.51,0,19.51,0,19.51,19.51
20250801B02,システム約定結果,最低落札価格（TSO別）[円/kW・30分],0,0,9.26,0,19.51,0,19.51,0,19,9.26
20250801B02,システム約定結果,平均落札価格（TSO別）[円/kW・30分],0,0,13.52,0,19.51,0,19.51,0,19.37,17.46
20250801B02,システム約定結果,落札量合計（TSO別）[MW],0,0,5.48,0,1.92,0,1.8,0,7.308,16.508
20250801B02,システム約定結果,（内訳）自エリアからの落札量[MW],0,0,5.48,0,0,0,1.8,0,7.308,14.588
20250801B02,追加調達結果,募集量（TSO別）[MW],-,-,-,-,-,-,-,-,-,-
20250801B02,追加調達結果,応札量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20250801B02,追加調達結果,約定量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20250801B02,追加調達結果,応札件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20250801B02,追加調達結果,約定件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20250801B02,追加調達結果,最高約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250801B02,追加調達結果,最低約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250801B02,追加調達結果,平均約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250801B02,追加調達結果,最高約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250801B02,追加調達結果,最低約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250801B02,追加調達結果,平均約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250801B02,追加調達結果,約定量合計（TSO別）[MW],0,0,0,0,0,0,0,0,0,0
20250801B02,追加調達結果,（内訳）自エリアからの約定量[MW],0,0,0,0,0,0,0,0,0,0
20250801B02,合計（確報値）,募集量（TSO別）[MW],42,72,161,138,46,171,158,17,131,936
20250801B02,合計（確報値）,応札量合計（電源属地別）[MW],1.99,0,5.48,1.92,0,0,1.8,0,7.308,18.498
20250801B02,合計（確報値）,約定量合計（電源属地別）[MW],0,0,5.48,1.92,0,0,1.8,0,7.308,16.508
20250801B02,合計（確報値）,応札件数（電源属地別）[件],1,0,3,1,0,0,1,0,4,10
20250801B02,合計（確報値）,約定件数（電源属地別）[件],0,0,3,1,0,0,1,0,4,9
20250801B02,合計（確報値）,最高約定価格（電源属地別）[円/kW・30分],0,0,19.51,19.51,0,0,19.51,0,19.51,19.51
20250801B02,合計（確報値）,最低約定価格（電源属地別）[円/kW・30分],0,0,9.26,19.51,0,0,19.51,0,19,9.26
20250801B02,合計（確報値）,平均約定価格（電源属地別）[円/kW・30分],0,0,13.52,19.51,0,0,19.51,0,19.37,17.46
20250801B02,合計（確報値）,最高約定価格（TSO別）[円/kW・30分],0,0,19.51,0,19.51,0,19.51,0,19.51,19.51
20250801B02,合計（確報値）,最低約定価格（TSO別）[円/kW・30分],0,0,9.26,0,19.51,0,19.51,0,19,9.26
20250801B02,合計（確報値）,平均約定価格（TSO別）[円/kW・30分],0,0,13.52,0,19.51,0,19.51,0,19.37,17.46
20250801B02,合計（確報値）,約定量合計（TSO別）[MW],0,0,5.48,0,1.92,0,1.8,0,7.308,16.508
20250801B02,合計（確報値）,（内訳）自エリアからの約定量[MW],0,0,5.48,0,0,0,1.8,0,7.308,14.588
20250801B03,システム約定結果,募集量（TSO別）[MW],51,72,248,167,58,225,172,17,140,1150
20250801B03,システム約定結果,応札量合計（電源属地別）[MW],0,0,7.448,1.92,0,0,1.8,0,5.419,16.587
20250801B03,システム約定結果,落札量合計（電源属地別）[MW],0,0,7.448,1.92,0,0,1.8,0,5.419,16.587
20250801B03,システム約定結果,応札件数（電源属地別）[件],0,0,4,1,0,0,1,0,3,9
20250801B03,システム約定結果,落札件数（電源属地別）[件],0,0,4,1,0,0,1,0,3,9
20250801B03,システム約定結果,最高落札価格（電源属地別）[円/kW・30分],0,0,19.51,19.51,0,0,19.51,0,19.51,19.51
20250801B03,システム約定結果,最低落札価格（電源属地別）[円/kW・30分],0,0,9.26,19.51,0,0,19.51,0,19,9.26
20250801B03,システム約定結果,平均落札価格（電源属地別）[円/kW・30分],0,0,15.1,19.51,0,0,19.51,0,19.32,17.47
20250801B03,システム約定結果,最高落札価格（TSO別）[円/kW・30分],0,0,19.51,0,0,19.51,19.51,0,19.51,19.51
20250801B03,システム約定結果,最低落札価格（TSO別）[円/kW・30分],0,0,9.26,0,0,19.51,19.51,0,19,9.26
20250801B03,システム約定結果,平均落札価格（TSO別）[円/kW・30分],0,0,15.1,0,0,19.51,19.51,0,19.32,17.47
20250801B03,システム約定結果,落札量合計（TSO別）[MW],0,0,7.448,0,0,1.92,1.8,0,5.419,16.587
20250801B03,システム約定結果,（内訳）自エリアからの落札量[MW],0,0,7.448,0,0,0,1.8,0,5.419,14.667
20250801B03,追加調達結果,募集量（TSO別）[MW],-,-,-,-,-,-,-,-,-,-
20250801B03,追加調達結果,応札量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20250801B03,追加調達結果,約定量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20250801B03,追加調達結果,応札件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20250801B03,追加調達結果,約定件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20250801B03,追加調達結果,最高約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250801B03,追加調達結果,最低約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250801B03,追加調達結果,平均約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250801B03,追加調達結果,最高約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250801B03,追加調達結果,最低約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250801B03,追加調達結果,平均約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250801B03,追加調達結果,約定量合計（TSO別）[MW],0,0,0,0,0,0,0,0,0,0
20250801B03,追加調達結果,（内訳）自エリアからの約定量[MW],0,0,0,0,0,0,0,0,0,0
20250801B03,合計（確報値）,募集量（TSO別）[MW],51,72,248,167,58,225,172,17,140,1150
20250801B03,合計（確報値）,応札量合計（電源属地別）[MW],0,0,7.448,1.92,0,0,1.8,0,5.419,16.587
20250801B03,合計（確報値）,約定量合計（電源属地別）[MW],0,0,7.448,1.92,0,0,1.8,0,5.419,16.587
20250801B03,合計（確報値）,応札件数（電源属地別）[件],0,0,4,1,0,0,1,0,3,9
20250801B03,合計（確報値）,約定件数（電源属地別）[件],0,0,4,1,0,0,1,0,3,9
20250801B03,合計（確報値）,最高約定価格（電源属地別）[円/kW・30分],0,0,19.51,19.51,0,0,19.51,0,19.51,19.51
