H,電力需給調整力取引所取引結果,対象年月,商品区分,ブロック数
P,速報値,202607,複合商品,48
TT,取引情報,北海道,東北,東京,中部,北陸,関西,中国,四国,九州,合計
20260701B01,募集量（TSO別）[MW],211,230,436,145,95,231,228,86,344,2006
20260701B01,応札量合計（電源属地別）[MW],356.99,284.917,2466.781,1047.592,307.382,84.052,290.417,230.93,382.958,5452.019
20260701B01,落札量合計（電源属地別）[MW],217.26,104.917,813.351,148.343,307.382,74.227,290.417,86,239.631,2281.528
20260701B01,応札件数（電源属地別）[件],8,9,51,26,4,13,8,8,23,150
20260701B01,落札件数（電源属地別）[件],4,9,45,14,4,8,8,5,21,118
20260701B01,最高落札価格（電源属地別）[円/kW・30分],8.4,15,15,13,11.9,11.89,12.59,1.9,12,15
20260701B01,最低落札価格（電源属地別）[円/kW・30分],1.01,5.59,0.39,3.02,0.39,1.38,0.39,0.38,0.39,0.38
20260701B01,平均落札価格（電源属地別）[円/kW・30分],1.88,7.44,1.88,3.89,0.46,4.31,1.51,0.98,2.73,2.16
20260701B01,最高落札価格（TSO別）[円/kW・30分],8.4,15,15,13,0.39,11.9,2.13,1.9,12.59,15
20260701B01,最低落札価格（TSO別）[円/kW・30分],1.01,0.4,0.39,3.02,0.39,0.39,0.39,0.38,0.39,0.38
20260701B01,平均落札価格（TSO別）[円/kW・30分],1.88,3.69,2.13,3.88,0.39,2.11,1.29,0.98,2.07,2.16
20260701B01,落札量合計（TSO別）[MW],217.26,226.917,691.351,145,95,227,228,86,365,2281.528
20260701B01,（内訳）自エリアからの落札量[MW],217.26,104.917,691.351,145,95,74.227,228,86,239.631,1881.386
20260701B02,募集量（TSO別）[MW],213,230,436,145,95,231,228,86,344,2008
20260701B02,応札量合計（電源属地別）[MW],377.26,294.845,2238.241,1390.592,307.414,84.052,298.359,230.93,384.947,5606.64
20260701B02,落札量合計（電源属地別）[MW],213,99.634,1263.168,163.575,305.484,72.267,213.09,86,305.584,2721.802
20260701B02,応札件数（電源属地別）[件],9,14,57,36,4,13,12,8,24,177
20260701B02,落札件数（電源属地別）[件],4,6,36,22,3,7,5,5,18,106
20260701B02,最高落札価格（電源属地別）[円/kW・30分],7.9,15,14.99,10,0.39,10,2.13,1.8,10,15
20260701B02,最低落札価格（電源属地別）[円/kW・30分],1.01,5.69,0.39,1.25,0.39,1.29,0.39,0.38,0.39,0.38
20260701B02,平均落札価格（電源属地別）[円/kW・30分],1.85,7.11,1.59,4.15,0.39,3.62,1.24,1.06,1.76,1.86
20260701B02,最高落札価格（TSO別）[円/kW・30分],7.9,15,14.99,10,0.39,10,2.13,1.8,10,15
20260701B02,最低落札価格（TSO別）[円/kW・30分],1.01,0.39,0.39,1.25,0.39,0.39,0.39,0.38,0.39,0.38
20260701B02,平均落札価格（TSO別）[円/kW・30分],1.85,3.54,1.64,3.44,0.39,2.28,0.98,1.06,1.6,1.86
20260701B02,落札量合計（TSO別）[MW],213,254,1108.802,145,95,227,228,86,365,2721.802
20260701B02,（内訳）自エリアからの落札量[MW],213,99.634,1108.802,145,95,72.267,166.506,86,305.584,2291.793
20260701B03,募集量（TSO別）[MW],216,230,436,145,95,231,228,86,344,2011
20260701B03,応札量合計（電源属地別）[MW],356.99,294.845,2427.043,1206.582,310.296,249.817,298.359,242.93,384.947,5771.809
20260701B03,落札量合計（電源属地別）[MW],224.26,95.17,1429.845,177.841,205.296,224.061,221.484,86,231.318,2895.275
20260701B03,応札件数（電源属地別）[件],8,14,58,36,4,12,12,9,25,178
20260701B03,落札件数（電源属地別）[件],4,3,29,34,4,11,12,5,24,126
20260701B03,最高落札価格（電源属地別）[円/kW・30分],8.35,12,14.5,13.29,11.9,11.85,11.9,1.8,12,14.5
20260701B03,最低落札価格（電源属地別）[円/kW・30分],1.01,5.76,0.39,1.25,0.39,0.39,0.39,0.38,0.39,0.38
20260701B03,平均落札価格（電源属地別）[円/kW・30分],1.85,6.79,1.48,5.61,0.5,1.6,1.88,1.06,2.17,1.95
20260701B03,最高落札価格（TSO別）[円/kW・30分],8.35,14.5,11.42,13,0.39,13.29,2.13,1.8,12,14.5
20260701B03,最低落札価格（TSO別）[円/kW・30分],1.01,0.76,0.39,3.32,0.39,0.39,0.39,0.38,0.39,0.38
20260701B03,平均落札価格（TSO別）[円/kW・30分],1.85,3.92,1.39,4.87,0.39,3.56,0.97,1.06,1.66,1.95
20260701B03,落札量合計（TSO別）[MW],224.26,254,1271.015,145,95,227,228,86,365,2895.275
20260701B03,（内訳）自エリアからの落札量[MW],224.26,95.17,1271.015,145,95,93.819,161.011,86,231.318,2402.593
20260701B04,募集量（TSO別）[MW],219,228,436,142,95,220,227,86,340,1993
20260701B04,応札量合計（電源属地別）[MW],292,294.845,2680.829,1206.753,312.374,271.242,302.131,242.93,382.936,5986.04
20260701B04,落札量合計（電源属地別）[MW],219,95.17,1253.082,167.617,209.686,254.425,209.395,86,199.877,2694.252
20260701B04,応札件数（電源属地別）[件],7,14,63,36,4,13,14,9,26,186
20260701B04,落札件数（電源属地別）[件],1,3,37,29,3,5,6,5,18,107
20260701B04,最高落札価格（電源属地別）[円/kW・30分],1.01,12,14.98,10,0.39,10.5,2.13,1.9,10,14.98
20260701B04,最低落札価格（電源属地別）[円/kW・30分],1.01,5.93,0.39,3.39,0.39,0.3,0.39,0.38,0.39,0.3
20260701B04,平均落札価格（電源属地別）[円/kW・30分],1.01,6.91,1.94,5.6,0.39,0.85,1.12,1,1.64,1.93
20260701B04,最高落札価格（TSO別）[円/kW・30分],1.01,12,14.98,10,0.39,10.5,2.13,1.9,10,14.98
20260701B04,最低落札価格（TSO別）[円/kW・30分],1.01,0.39,0.39,3.39,0.39,0.3,0.39,0.38,0.39,0.3
20260701B04,平均落札価格（TSO別）[円/kW・30分],1.01,3.87,1.93,4.88,0.39,2.1,0.9,1,1.14,1.93
20260701B04,落札量合計（TSO別）[MW],219,252,1096.252,142,95,216,227,86,361,2694.252
20260701B04,（内訳）自エリアからの落札量[MW],219,95.17,1096.252,142,95,126.425,161.001,86,199.877,2220.725
20260701B05,募集量（TSO別）[MW],216,221,434,116,93,196,220,84,329,1909
20260701B05,応札量合計（電源属地別）[MW],307.88,292.847,2689.599,1192.761,307.368,261.094,302.131,240.93,369.447,5964.057
20260701B05,落札量合計（電源属地別）[MW],216,95.17,1269.194,128.933,210.909,247.235,211.854,84,176.069,2639.364
20260701B05,応札件数（電源属地別）[件],9,13,56,29,4,13,14,9,25,172
20260701B05,落札件数（電源属地別）[件],5,3,36,22,4,6,8,5,20,109
20260701B05,最高落札価格（電源属地別）[円/kW・30分],5.5,12,14.98,10,9,10.19,11,1.8,10.9,14.98
20260701B05,最低落札価格（電源属地別）[円/kW・30分],1.01,5.82,0.39,2.89,0.39,0.39,0.39,0.38,0.39,0.38
20260701B05,平均落札価格（電源属地別）[円/kW・30分],1.29,6.83,1.9,5.24,0.47,1.1,1.35,1.08,2,1.94
20260701B05,最高落札価格（TSO別）[円/kW・30分],5.5,14.98,14.98,10,0.39,11,2.13,1.8,10.9,14.98
20260701B05,最低落札価格（TSO別）[円/kW・30分],1.01,0.39,0.7,2.89,0.39,0.39,0.39,0.38,0.39,0.38
20260701B05,平均落札価格（TSO別）[円/kW・30分],1.29,4.07,1.85,4.71,0.39,2.26,0.97,1.08,1.27,1.94
20260701B05,落札量合計（TSO別）[MW],216,245,1119.364,116,93,196,220,84,350,2639.364
20260701B05,（内訳）自エリアからの落札量[MW],216,95.17,1119.364,116,93,125.235,157.263,84,176.069,2182.101
20260701B06,募集量（TSO別）[MW],212,217,433,101,91,196,216,84,318,1868
20260701B06,応札量合計（電源属地別）[MW],251.09,292.849,2677.701,1208.533,306.726,234.282,302.131,240.93,360.436,5874.678
20260701B06,落札量合計（電源属地別）[MW],195.99,105.245,1181.633,122.197,218.909,218.425,209.395,84,174.074,2509.868
20260701B06,応札件数（電源属地別）[件],8,13,59,37,4,12,14,9,25,181
20260701B06,落札件数（電源属地別）[件],6,9,38,26,4,4,6,5,19,117
20260701B06,最高落札価格（電源属地別）[円/kW・30分],8.4,15,14.99,10,9,7.88,3,1.8,10,15
20260701B06,最低落札価格（電源属地別）[円/kW・30分],1.01,5.93,0.39,1.25,0.39,0.39,0.39,0.38,0.39,0.38
20260701B06,平均落札価格（電源属地別）[円/kW・30分],1.44,7.69,2.07,5.46,0.47,1.09,1.34,1.07,1.62,2.07
20260701B06,最高落札価格（TSO別）[円/kW・30分],8.4,15,14.99,10,0.39,10,2.13,1.8,10,15
20260701B06,最低落札価格（TSO別）[円/kW・30分],1.01,0.77,0.39,1.25,0.39,0.39,0.39,0.38,0.39,0.38
