H,電力需給調整力取引所取引結果,対象年月,商品区分,ブロック数
P,確報値,202509,二次調整力1,8
TT,調達区分,取引情報,北海道,東北,東京,中部,北陸,関西,中国,四国,九州,合計
20250901B01,システム約定結果,募集量（TSO別）[MW],6,25,408,0,32,42,82,45,90,730
20250901B01,システム約定結果,応札量合計（電源属地別）[MW],71,51,236.646,385,55,181.853,156.649,82,251,1470.148
20250901B01,システム約定結果,落札量合計（電源属地別）[MW],14,51,236.646,49.097,48.66,67.492,82,55,97,700.895
20250901B01,システム約定結果,応札件数（電源属地別）[件],2,2,6,9,1,4,5,5,6,40
20250901B01,システム約定結果,落札件数（電源属地別）[件],1,2,6,2,1,3,3,4,5,27
20250901B01,システム約定結果,最高落札価格（電源属地別）[円/kW・30分],0.36,3.26,3.4,2.81,0.7,0.36,1.94,5.3,1.45,5.3
20250901B01,システム約定結果,最低落札価格（電源属地別）[円/kW・30分],0.36,1.81,1.82,2.75,0.7,0.36,0.36,0.36,0.36,0.36
20250901B01,システム約定結果,平均落札価格（電源属地別）[円/kW・30分],0.36,2.78,2.65,2.78,0.7,0.36,1.15,1.9,1.07,1.82
20250901B01,システム約定結果,最高落札価格（TSO別）[円/kW・30分],0.36,3.26,3.4,2.81,0.7,0.36,1.94,5.3,1.45,5.3
20250901B01,システム約定結果,最低落札価格（TSO別）[円/kW・30分],0.36,1.81,1.82,2.75,0.7,0.36,0.36,0.36,0.36,0.36
20250901B01,システム約定結果,平均落札価格（TSO別）[円/kW・30分],0.36,2.78,2.65,2.78,0.7,0.36,1.15,1.9,1.07,1.82
20250901B01,システム約定結果,落札量合計（TSO別）[MW],14,51,236.646,49.097,48.66,67.492,82,55,97,700.895
20250901B01,システム約定結果,（内訳）自エリアからの落札量[MW],14,51,236.646,49.097,48.66,67.492,82,55,97,700.895
20250901B01,追加調達結果,募集量（TSO別）[MW],-,-,-,-,-,-,-,-,-,-
20250901B01,追加調達結果,応札量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20250901B01,追加調達結果,約定量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20250901B01,追加調達結果,応札件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20250901B01,追加調達結果,約定件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20250901B01,追加調達結果,最高約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250901B01,追加調達結果,最低約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250901B01,追加調達結果,平均約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250901B01,追加調達結果,最高約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250901B01,追加調達結果,最低約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250901B01,追加調達結果,平均約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250901B01,追加調達結果,約定量合計（TSO別）[MW],0,0,0,0,0,0,0,0,0,0
20250901B01,追加調達結果,（内訳）自エリアからの約定量[MW],0,0,0,0,0,0,0,0,0,0
20250901B01,合計（確報値）,募集量（TSO別）[MW],6,25,408,0,32,42,82,45,90,730
20250901B01,合計（確報値）,応札量合計（電源属地別）[MW],71,51,264.179,410.382,55,181.853,156.649,82,251,1523.063
20250901B01,合計（確報値）,約定量合計（電源属地別）[MW],14,51,236.646,49.097,48.66,67.492,82,55,97,700.895
20250901B01,合計（確報値）,応札件数（電源属地別）[件],2,2,8,10,1,4,5,5,6,43
20250901B01,合計（確報値）,約定件数（電源属地別）[件],1,2,7,2,1,3,3,4,5,28
20250901B01,合計（確報値）,最高約定価格（電源属地別）[円/kW・30分],0.36,3.26,3.4,2.75,0.7,0.36,1.94,5.3,1.45,5.3
20250901B01,合計（確報値）,最低約定価格（電源属地別）[円/kW・30分],0.36,1.81,0.36,0.36,0.7,0.36,0.36,0.36,0.36,0.36
20250901B01,合計（確報値）,平均約定価格（電源属地別）[円/kW・30分],0.36,2.78,2.48,1.51,0.7,0.36,1.15,1.9,1.07,1.67
20250901B01,合計（確報値）,最高約定価格（TSO別）[円/kW・30分],0.36,3.26,3.4,2.75,0.7,0.36,1.94,5.3,1.45,5.3
20250901B01,合計（確報値）,最低約定価格（TSO別）[円/kW・30分],0.36,1.81,0.36,0.36,0.7,0.36,0.36,0.36,0.36,0.36
20250901B01,合計（確報値）,平均約定価格（TSO別）[円/kW・30分],0.36,2.78,2.48,1.51,0.7,0.36,1.15,1.9,1.07,1.67
20250901B01,合計（確報値）,約定量合計（TSO別）[MW],14,51,236.646,49.097,48.66,67.492,82,55,97,700.895
20250901B01,合計（確報値）,（内訳）自エリアからの約定量[MW],14,51,236.646,49.097,48.66,67.492,82,55,97,700.895
20250901B02,システム約定結果,募集量（TSO別）[MW],18,0,379,0,44,60,68,59,118,746
20250901B02,システム約定結果,応札量合計（電源属地別）[MW],72,51,273.991,263.958,66,181.853,156.649,84,226,1375.451
20250901B02,システム約定結果,落札量合計（電源属地別）[MW],40,51,273.991,173.696,66,90.492,68,60,118,941.179
20250901B02,システム約定結果,応札件数（電源属地別）[件],3,2,8,6,1,4,5,5,6,40
20250901B02,システム約定結果,落札件数（電源属地別）[件],1,2,8,4,1,4,3,4,6,33
20250901B02,システム約定結果,最高落札価格（電源属地別）[円/kW・30分],2.14,3.09,3.4,4.61,0.45,7.29,1.94,5.17,1.15,7.29
20250901B02,システム約定結果,最低落札価格（電源属地別）[円/kW・30分],2.14,1.66,1.9,2.81,0.45,0.36,0.36,0.36,0.36,0.36
20250901B02,システム約定結果,平均落札価格（電源属地別）[円/kW・30分],2.14,2.61,2.54,3.98,0.45,2.12,0.99,2.07,0.78,2.24
20250901B02,システム約定結果,最高落札価格（TSO別）[円/kW・30分],2.14,3.09,3.4,4.61,0.45,7.29,1.94,5.17,1.15,7.29
20250901B02,システム約定結果,最低落札価格（TSO別）[円/kW・30分],2.14,1.66,1.9,2.81,0.45,0.36,0.36,0.36,0.36,0.36
20250901B02,システム約定結果,平均落札価格（TSO別）[円/kW・30分],2.14,2.61,2.54,3.98,0.45,2.12,0.99,2.07,0.78,2.24
20250901B02,システム約定結果,落札量合計（TSO別）[MW],40,51,273.991,173.696,66,90.492,68,60,118,941.179
20250901B02,システム約定結果,（内訳）自エリアからの落札量[MW],40,51,273.991,173.696,66,90.492,68,60,118,941.179
20250901B02,追加調達結果,募集量（TSO別）[MW],-,-,-,-,-,-,-,-,-,-
20250901B02,追加調達結果,応札量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20250901B02,追加調達結果,約定量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20250901B02,追加調達結果,応札件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20250901B02,追加調達結果,約定件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20250901B02,追加調達結果,最高約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250901B02,追加調達結果,最低約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
