H,電力需給調整力取引所取引結果,対象年月,商品区分,ブロック数
P,確報値,202512,二次調整力1,8
TT,調達区分,取引情報,北海道,東北,東京,中部,北陸,関西,中国,四国,九州,合計
20251201B01,システム約定結果,募集量（TSO別）[MW],17,40,50,36,35,213,81,35,0,507
20251201B01,システム約定結果,応札量合計（電源属地別）[MW],93,34,216.323,510.618,69,238.744,167.614,66,319,1714.299
20251201B01,システム約定結果,落札量合計（電源属地別）[MW],25,34,70.754,465.156,69,213,83.604,52,53,1065.514
20251201B01,システム約定結果,応札件数（電源属地別）[件],3,1,6,10,1,4,6,5,5,41
20251201B01,システム約定結果,落札件数（電源属地別）[件],1,1,5,10,1,4,4,5,3,34
20251201B01,システム約定結果,最高落札価格（電源属地別）[円/kW・30分],4.27,4.53,3.48,7.65,1.94,8.37,1.14,6.67,0.97,8.37
20251201B01,システム約定結果,最低落札価格（電源属地別）[円/kW・30分],4.27,4.53,1.03,1.16,1.94,0.36,0.36,0.36,0.36,0.36
20251201B01,システム約定結果,平均落札価格（電源属地別）[円/kW・30分],4.27,4.53,2.29,3.41,1.94,5.55,0.81,3.5,0.74,3.39
20251201B01,システム約定結果,最高落札価格（TSO別）[円/kW・30分],4.27,4.53,3.48,7.65,1.94,8.37,1.14,6.67,0.97,8.37
20251201B01,システム約定結果,最低落札価格（TSO別）[円/kW・30分],4.27,4.53,1.03,1.16,1.94,0.36,0.36,0.36,0.36,0.36
20251201B01,システム約定結果,平均落札価格（TSO別）[円/kW・30分],4.27,4.53,2.29,3.41,1.94,5.55,0.81,3.5,0.74,3.39
20251201B01,システム約定結果,落札量合計（TSO別）[MW],25,34,70.754,465.156,69,213,83.604,52,53,1065.514
20251201B01,システム約定結果,（内訳）自エリアからの落札量[MW],25,34,70.754,465.156,69,213,83.604,52,53,1065.514
20251201B01,追加調達結果,募集量（TSO別）[MW],-,-,-,-,-,-,-,-,-,-
20251201B01,追加調達結果,応札量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20251201B01,追加調達結果,約定量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20251201B01,追加調達結果,応札件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20251201B01,追加調達結果,約定件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20251201B01,追加調達結果,最高約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20251201B01,追加調達結果,最低約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20251201B01,追加調達結果,平均約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20251201B01,追加調達結果,最高約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
